milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523627155769,-1310720,95,-56,-1,-1,0
1523627155769,-983040,95,-56,-1,-1,0
1523627155769,-655360,95,-56,-1,-1,0
1523627155769,-458752,95,-56,-1,-1,0
1523627155769,-458752,95,-56,-1,-1,0
1523627155814,-524288,95,-56,-1,-1,0
1523627155814,-589824,95,-56,-1,-1,0
1523627155814,-524288,95,-56,-1,-1,0
1523627155814,-458752,95,-56,-1,-1,0
1523627155814,-327680,95,-56,-1,-1,0
1523627155849,-327680,95,-56,-1,-1,0
1523627155849,-458752,95,-56,-1,-1,0
1523627155849,-393216,95,-56,-1,-1,0
1523627155849,-65536,95,-56,-1,-1,0
1523627155849,0,95,-56,-1,-1,0
1523627155889,0,95,-56,-1,-1,0
1523627155889,196608,95,-56,-1,-1,0
1523627155889,786432,95,-56,-1,-1,0
1523627155889,1245184,95,-56,-1,-1,0
1523627155889,1638400,95,-56,-1,-1,0
1523627155929,1966080,95,-56,-1,-1,0
1523627155929,2031616,95,-56,-1,-1,0
1523627155929,1900544,95,-56,-1,-1,0
1523627155929,1703936,95,-56,-1,-1,0
1523627155929,1310720,95,-56,-1,-1,0
1523627155969,786432,95,-56,-1,-1,0
1523627155969,393216,95,-56,-1,-1,0
1523627155969,65536,95,-56,-1,-1,0
1523627155969,-65536,95,-56,-1,-1,0
1523627155969,-196608,95,-56,-1,-1,0
1523627156012,-196608,95,-56,-1,-1,0
1523627156012,-262144,95,-56,-1,-1,0
1523627156012,-327680,95,-56,-1,-1,0
1523627156012,-393216,95,-56,-1,-1,0
1523627156012,-327680,95,-56,-1,-1,0
1523627156049,-393216,95,-56,-1,-1,0
1523627156049,-393216,95,-56,-1,-1,0
1523627156049,-262144,95,-56,-1,-1,0
1523627156049,-262144,95,-56,-1,-1,0
1523627156049,-262144,95,-56,-1,-1,0
1523627156089,-262144,95,-56,-1,-1,0
1523627156089,-196608,95,-56,-1,-1,0
1523627156089,-196608,95,-56,-1,-1,0
1523627156089,-131072,95,-56,-1,-1,0
1523627156089,-131072,95,-56,-1,-1,0
1523627156129,-65536,95,-56,-1,-1,0
1523627156129,-65536,95,-56,-1,-1,0
1523627156129,0,95,-56,-1,-1,0
1523627156129,0,95,-56,-1,-1,0
1523627156129,0,95,-56,-1,-1,0
1523627156169,0,95,-56,-1,-1,0
1523627156169,0,95,-56,-1,-1,0
1523627156169,-131072,95,-56,-1,-1,0
1523627156169,-327680,95,-56,-1,-1,0
1523627156169,-327680,95,-56,-1,-1,0
1523627156209,-262144,95,-56,-1,-1,0
1523627156209,-262144,95,-56,-1,-1,0
1523627156209,-262144,95,-56,-1,-1,0
1523627156209,-262144,95,-56,-1,-1,0
1523627156209,-327680,95,-56,-1,-1,0
1523627156249,-327680,95,-56,-1,-1,0
1523627156249,-327680,95,-56,-1,-1,0
1523627156249,-327680,95,-56,-1,-1,0
1523627156249,-262144,95,-56,-1,-1,0
1523627156249,-327680,95,-56,-1,-1,0
1523627156289,-589824,95,-56,-1,-1,0
1523627156289,-720896,95,-56,-1,-1,0
1523627156289,-458752,95,-56,-1,-1,0
1523627156289,-262144,95,-56,-1,-1,0
1523627156289,-393216,95,-56,-1,-1,0
1523627156329,-524288,94,-56,-1,-1,0
1523627156329,-524288,94,-56,-1,-1,0
1523627156329,-524288,94,-56,-1,-1,0
1523627156329,-524288,94,-56,-1,-1,0
1523627156329,-458752,94,-56,-1,-1,0
1523627156369,-524288,94,-56,-1,-1,0
1523627156369,-917504,94,-56,-1,-1,0
1523627156369,-1114112,94,-56,-1,-1,0
1523627156369,0,94,-56,-1,-1,0
1523627156369,2228224,94,-56,-1,-1,0
1523627156409,4784128,94,-56,-1,-1,0
1523627156409,4915200,94,-56,-1,-1,0
1523627156409,2162688,94,-56,-1,-1,0
1523627156409,-589824,94,-56,-1,-1,0
1523627156409,-1376256,94,-56,-1,-1,0
1523627156454,-1179648,94,-56,-1,-1,0
1523627156454,-917504,94,-56,-1,-1,0
1523627156454,-786432,94,-56,-1,-1,0
1523627156454,-851968,94,-56,-1,-1,0
1523627156454,-851968,94,-56,-1,-1,0
1523627156489,-851968,94,-56,-1,-1,0
1523627156489,-786432,94,-56,-1,-1,0
1523627156489,-589824,94,-56,-1,-1,0
1523627156489,-458752,94,-56,-1,-1,0
1523627156489,-458752,94,-56,-1,-1,0
1523627156529,-458752,94,-56,-1,-1,0
1523627156529,-393216,94,-56,-1,-1,0
1523627156529,-131072,94,-56,-1,-1,0
1523627156529,0,94,-56,-1,-1,0
1523627156529,0,94,-56,-1,-1,0
1523627156569,0,94,-56,-1,-1,0
1523627156569,393216,94,-56,-1,-1,0
1523627156569,786432,94,-56,-1,-1,0
1523627156569,1179648,94,-56,-1,-1,0
1523627156569,1572864,94,-56,-1,-1,0
1523627156611,1835008,94,-56,-1,-1,0
1523627156611,2097152,94,-56,-1,-1,0
1523627156611,1966080,94,-56,-1,-1,0
1523627156611,1507328,94,-56,-1,-1,0
1523627156611,1245184,94,-56,-1,-1,0
1523627156649,1114112,94,-56,-1,-1,0
1523627156649,786432,94,-56,-1,-1,0
1523627156649,393216,94,-56,-1,-1,0
1523627156649,65536,94,-56,-1,-1,0
1523627156649,196608,94,-56,-1,-1,0
1523627156691,0,94,-56,-1,-1,0
1523627156691,-458752,94,-56,-1,-1,0
1523627156691,-851968,94,-56,-1,-1,0
1523627156691,-458752,94,-56,-1,-1,0
1523627156691,-196608,94,-56,-1,-1,0
1523627156729,-262144,94,-56,-1,-1,0
1523627156729,-262144,94,-56,-1,-1,0
1523627156729,-196608,94,-56,-1,-1,0
1523627156729,0,94,-56,-1,-1,0
1523627156729,0,94,-56,-1,-1,0
1523627156769,0,94,-56,-1,-1,0
1523627156769,131072,94,-56,-1,-1,0
1523627156769,196608,94,-56,-1,-1,0
1523627156769,65536,94,-56,-1,-1,0
1523627156769,65536,94,-56,-1,-1,0
1523627156809,0,94,-56,-1,-1,0
1523627156809,0,94,-56,-1,-1,0
1523627156809,131072,94,-56,-1,-1,0
1523627156809,262144,94,-56,-1,-1,0
1523627156809,262144,94,-56,-1,-1,0
1523627156849,65536,94,-56,-1,-1,0
1523627156849,0,94,-56,-1,-1,0
1523627156849,-65536,94,-56,-1,-1,0
1523627156849,0,94,-56,-1,-1,0
1523627156849,0,94,-56,-1,-1,0
1523627156889,0,94,-56,-1,-1,0
1523627156889,0,94,-56,-1,-1,0
1523627156889,-131072,94,-56,-1,-1,0
1523627156889,-131072,94,-56,-1,-1,0
1523627156889,-131072,94,-56,-1,-1,0
1523627156929,-196608,94,-56,-1,-1,0
1523627156929,-131072,94,-56,-1,-1,0
1523627156929,0,94,-56,-1,-1,0
1523627156929,65536,94,-56,-1,-1,0
1523627156929,65536,94,-56,-1,-1,0
1523627156971,131072,93,-56,-1,-1,0
1523627156971,196608,93,-56,-1,-1,0
1523627156971,65536,93,-56,-1,-1,0
1523627156971,-65536,93,-56,-1,-1,0
1523627156971,-196608,93,-56,-1,-1,0
1523627157009,-131072,93,-56,-1,-1,0
1523627157009,-65536,93,-56,-1,-1,0
1523627157009,-262144,93,-56,-1,-1,0
1523627157009,-196608,93,-56,-1,-1,0
1523627157009,1114112,93,-56,-1,-1,0
1523627157049,4063232,93,-56,-1,-1,0
1523627157049,5832704,93,-56,-1,-1,0
1523627157049,3801088,93,-56,-1,-1,0
1523627157049,131072,93,-56,-1,-1,0
1523627157049,-1376256,93,-56,-1,-1,0
1523627157094,-1114112,93,-56,-1,-1,0
1523627157094,-589824,93,-56,-1,-1,0
1523627157094,-393216,93,-56,-1,-1,0
1523627157094,-131072,93,-56,-1,-1,0
1523627157094,65536,93,-56,-1,-1,0
1523627157129,-65536,93,-56,-1,-1,0
1523627157129,-262144,93,-56,-1,-1,0
1523627157129,0,93,-56,-1,-1,0
1523627157129,131072,93,-56,-1,-1,0
1523627157129,0,93,-56,-1,-1,0
1523627157169,0,93,-56,-1,-1,0
1523627157169,0,93,-56,-1,-1,0
1523627157169,0,93,-56,-1,-1,0
1523627157169,65536,93,-56,-1,-1,0
1523627157169,589824,93,-56,-1,-1,0
1523627157209,851968,93,-56,-1,-1,0
1523627157209,917504,93,-56,-1,-1,0
1523627157209,1048576,93,-56,-1,-1,0
1523627157209,1179648,93,-56,-1,-1,0
1523627157209,1769472,93,-56,-1,-1,0
1523627157249,2359296,93,-56,-1,-1,0
1523627157249,2621440,93,-56,-1,-1,0
1523627157249,2424832,93,-56,-1,-1,0
1523627157249,1966080,93,-56,-1,-1,0
1523627157249,1507328,93,-56,-1,-1,0
1523627157289,1114112,93,-56,-1,-1,0
1523627157289,786432,93,-56,-1,-1,0
1523627157289,589824,93,-56,-1,-1,0
1523627157289,196608,93,-56,-1,-1,0
1523627157289,-262144,93,-56,-1,-1,0
1523627157329,-196608,93,-56,-1,-1,0
1523627157329,-65536,93,-56,-1,-1,0
1523627157329,-262144,93,-56,-1,-1,0
1523627157329,-327680,93,-56,-1,-1,0
1523627157329,-458752,93,-56,-1,-1,0
1523627157369,-524288,93,-56,-1,-1,0
1523627157369,-458752,93,-56,-1,-1,0
1523627157369,-393216,93,-56,-1,-1,0
1523627157369,-393216,93,-56,-1,-1,0
1523627157369,-393216,93,-56,-1,-1,0
1523627157409,-327680,93,-56,-1,-1,0
1523627157409,-262144,93,-56,-1,-1,0
1523627157409,-327680,93,-56,-1,-1,0
1523627157409,-262144,93,-56,-1,-1,0
1523627157409,-196608,93,-56,-1,-1,0
1523627157449,-327680,93,-56,-1,-1,0
1523627157449,-458752,93,-56,-1,-1,0
1523627157449,-393216,93,-56,-1,-1,0
1523627157449,-327680,93,-56,-1,-1,0
1523627157449,-393216,93,-56,-1,-1,0
1523627157489,-524288,93,-56,-1,-1,0
1523627157489,-327680,93,-56,-1,-1,0
1523627157489,-393216,93,-56,-1,-1,0
1523627157489,-524288,93,-56,-1,-1,0
1523627157489,-393216,93,-56,-1,-1,0
1523627157529,-393216,93,-56,-1,-1,0
1523627157529,-655360,93,-56,-1,-1,0
1523627157529,-917504,93,-56,-1,-1,0
1523627157529,-917504,93,-56,-1,-1,0
1523627157529,-786432,93,-56,-1,-1,0
1523627157569,-851968,93,-56,-1,-1,0
1523627157569,-786432,93,-56,-1,-1,0
1523627157569,-589824,93,-56,-1,-1,0
1523627157569,-458752,93,-56,-1,-1,0
1523627157569,-393216,93,-56,-1,-1,0
1523627157609,-458752,93,-56,-1,-1,0
1523627157609,-720896,93,-56,-1,-1,0
1523627157609,-1114112,93,-56,-1,-1,0
1523627157609,-1310720,93,-56,-1,-1,0
1523627157609,-1179648,93,-56,-1,-1,0
1523627157649,-851968,93,-56,-1,-1,0
1523627157649,-851968,93,-56,-1,-1,0
1523627157649,-1245184,93,-56,-1,-1,0
1523627157649,-589824,93,-56,-1,-1,0
1523627157649,1966080,93,-56,-1,-1,0
1523627157689,4849664,93,-56,-1,-1,0
1523627157689,4587520,93,-56,-1,-1,0
1523627157689,1572864,93,-56,-1,-1,0
1523627157689,-1114112,93,-56,-1,-1,0
1523627157689,-1703936,93,-56,-1,-1,0
1523627157734,-1441792,93,-56,-1,-1,0
1523627157734,-1114112,93,-56,-1,-1,0
1523627157734,-983040,93,-56,-1,-1,0
1523627157734,-983040,93,-56,-1,-1,0
1523627157734,-917504,93,-56,-1,-1,0
1523627157769,-720896,93,-56,-1,-1,0
1523627157769,-589824,93,-56,-1,-1,0
1523627157769,-655360,93,-56,-1,-1,0
1523627157769,-851968,93,-56,-1,-1,0
