milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,1507328,126,-56,-1,-1,0
33,851968,126,-56,-1,-1,0
66,-262144,126,-56,-1,-1,0
100,-655360,126,-56,-1,-1,0
133,-1048576,126,-56,-1,-1,0
166,-1376256,126,-56,-1,-1,0
200,-1179648,126,-56,-1,-1,0
233,-1441792,126,-56,-1,-1,0
266,-786432,126,-56,-1,-1,0
300,7602176,126,-56,-1,-1,0
333,-1769472,126,-56,-1,-1,0
366,-1245184,126,-56,-1,-1,0
400,65536,126,-56,-1,-1,0
433,1507328,126,-56,-1,-1,0
466,655360,126,-56,-1,-1,0
500,-327680,126,-56,-1,-1,0
533,-720896,125,-56,-1,-1,0
566,-1179648,125,-56,-1,-1,0
600,-1310720,125,-56,-1,-1,0
633,-1310720,125,-56,-1,-1,0
666,-1376256,125,-56,-1,-1,0
700,2162688,125,-56,-1,-1,0
733,1179648,125,-56,-1,-1,0
766,-1703936,125,-56,-1,-1,0
800,-983040,125,-56,-1,-1,0
833,720896,125,-56,-1,-1,0
866,1572864,125,-56,-1,-1,0
900,458752,125,-56,-1,-1,0
933,-262144,125,-56,-1,-1,0
966,-786432,123,-56,-1,-1,0
1000,-1114112,123,-56,-1,-1,0
1033,-1245184,123,-56,-1,-1,0
1066,-1310720,123,-56,-1,-1,0
1100,-1507328,123,-56,-1,-1,0
1133,3670016,123,-56,-1,-1,0
1166,-1048576,123,-56,-1,-1,0
1200,-1900544,123,-56,-1,-1,0
1233,-1048576,123,-56,-1,-1,0
1266,851968,123,-56,-1,-1,0
1300,1441792,123,-56,-1,-1,0
1333,262144,123,-56,-1,-1,0
1366,-327680,123,-56,-1,-1,0
1400,-720896,122,-56,-1,-1,0
1433,-917504,122,-56,-1,-1,0
1466,-786432,122,-56,-1,-1,0
1500,-786432,122,-56,-1,-1,0
1533,-983040,122,-56,-1,-1,0
1566,4849664,122,-56,-1,-1,0
1600,-1310720,122,-56,-1,-1,0
1633,-1376256,122,-56,-1,-1,0
1666,-589824,122,-56,-1,-1,0
1700,1310720,122,-56,-1,-1,0
1733,1769472,122,-56,-1,-1,0
1766,589824,122,-56,-1,-1,0
1800,-196608,122,-56,-1,-1,0
1833,-589824,122,-56,-1,-1,0
1866,-983040,122,-56,-1,-1,0
1900,-983040,122,-56,-1,-1,0
1933,-1245184,122,-56,-1,-1,0
1966,-1638400,122,-56,-1,-1,0
2000,3735552,122,-56,-1,-1,0
2033,-2424832,122,-56,-1,-1,0
2066,-2359296,122,-56,-1,-1,0
2100,-1572864,122,-56,-1,-1,0
2133,393216,122,-56,-1,-1,0
2166,917504,122,-56,-1,-1,0
2200,0,122,-56,-1,-1,0
2233,-851968,122,-56,-1,-1,0
2266,-1179648,121,-56,-1,-1,0
2300,-1376256,121,-56,-1,-1,0
2333,-1376256,121,-56,-1,-1,0
2366,-1245184,121,-56,-1,-1,0
2400,-1310720,121,-56,-1,-1,0
2433,6291456,121,-56,-1,-1,0
2466,-2228224,121,-56,-1,-1,0
2500,-1703936,121,-56,-1,-1,0
2533,-655360,121,-56,-1,-1,0
2566,1441792,121,-56,-1,-1,0
2600,2097152,121,-56,-1,-1,0
2633,655360,121,-56,-1,-1,0
2666,-131072,121,-56,-1,-1,0
2700,-655360,120,-56,-1,-1,0
2733,-1114112,120,-56,-1,-1,0
2766,-1048576,120,-56,-1,-1,0
2800,-1376256,120,-56,-1,-1,0
2833,-1572864,120,-56,-1,-1,0
2866,11403264,120,-56,-1,-1,0
2900,-2293760,120,-56,-1,-1,0
2933,-1638400,120,-56,-1,-1,0
2966,-655360,120,-56,-1,-1,0
3000,1441792,120,-56,-1,-1,0
3033,1179648,120,-56,-1,-1,0
3066,-393216,120,-56,-1,-1,0
3100,-720896,119,-56,-1,-1,0
3133,-1114112,119,-56,-1,-1,0
3166,-1638400,119,-56,-1,-1,0
3200,-1572864,119,-56,-1,-1,0
3233,-1638400,119,-56,-1,-1,0
3266,-2097152,119,-56,-1,-1,0
3300,13238272,119,-56,-1,-1,0
3333,-1966080,119,-56,-1,-1,0
3366,-1572864,119,-56,-1,-1,0
3400,-196608,119,-56,-1,-1,0
3433,1572864,119,-56,-1,-1,0
3466,786432,119,-56,-1,-1,0
3500,-589824,119,-56,-1,-1,0
3533,-655360,118,-56,-1,-1,0
3566,-983040,118,-56,-1,-1,0
3600,-1376256,118,-56,-1,-1,0
3633,-983040,118,-56,-1,-1,0
3666,-1376256,118,-56,-1,-1,0
3699,-1179648,118,-56,-1,-1,0
3733,7536640,118,-56,-1,-1,0
3766,-1835008,118,-56,-1,-1,0
3800,-1114112,118,-56,-1,-1,0
3833,196608,118,-56,-1,-1,0
3866,1703936,118,-56,-1,-1,0
3900,524288,118,-56,-1,-1,0
3933,-327680,118,-56,-1,-1,0
3966,-917504,118,-56,-1,-1,0
4000,-1179648,118,-56,-1,-1,0
4033,-1310720,118,-56,-1,-1,0
4066,-1310720,118,-56,-1,-1,0
4100,-1310720,118,-56,-1,-1,0
4133,524288,118,-56,-1,-1,0
4166,3145728,118,-56,-1,-1,0
4200,-2031616,118,-56,-1,-1,0
4233,-1638400,118,-56,-1,-1,0
4266,0,118,-56,-1,-1,0
4300,1048576,118,-56,-1,-1,0
4333,0,118,-56,-1,-1,0
4366,-917504,118,-56,-1,-1,0
4400,-1310720,118,-56,-1,-1,0
4433,-1441792,118,-56,-1,-1,0
4466,-1638400,118,-56,-1,-1,0
4500,-1376256,118,-56,-1,-1,0
4533,-1507328,118,-56,-1,-1,0
4566,-589824,118,-56,-1,-1,0
4600,5373952,118,-56,-1,-1,0
4633,-1966080,118,-56,-1,-1,0
4666,-1179648,118,-56,-1,-1,0
4700,393216,118,-56,-1,-1,0
4733,1835008,118,-56,-1,-1,0
4766,1179648,118,-56,-1,-1,0
4800,65536,118,-56,-1,-1,0
4833,-589824,117,-56,-1,-1,0
4866,-917504,117,-56,-1,-1,0
4900,-1179648,117,-56,-1,-1,0
4933,-1114112,117,-56,-1,-1,0
4966,-1179648,117,-56,-1,-1,0
5000,262144,117,-56,-1,-1,0
5033,4915200,117,-56,-1,-1,0
5066,-1638400,117,-56,-1,-1,0
5100,-1048576,117,-56,-1,-1,0
5133,458752,117,-56,-1,-1,0
5166,1638400,117,-56,-1,-1,0
5200,720896,117,-56,-1,-1,0
5233,-262144,117,-56,-1,-1,0
5266,-917504,117,-56,-1,-1,0
5300,-1245184,117,-56,-1,-1,0
5333,-1441792,117,-56,-1,-1,0
5366,-1245184,117,-56,-1,-1,0
5400,-1310720,117,-56,-1,-1,0
5433,2752512,117,-56,-1,-1,0
5466,589824,117,-56,-1,-1,0
5500,-1507328,117,-56,-1,-1,0
5533,-851968,117,-56,-1,-1,0
5566,786432,117,-56,-1,-1,0
5600,1310720,117,-56,-1,-1,0
5633,131072,117,-56,-1,-1,0
5666,-720896,117,-56,-1,-1,0
5700,-983040,117,-56,-1,-1,0
5733,-1245184,117,-56,-1,-1,0
5766,-1638400,117,-56,-1,-1,0
