milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,1048576,106,-56,-1,-1,0
33,-196608,106,-56,-1,-1,0
66,-458752,106,-56,-1,-1,0
100,-327680,106,-56,-1,-1,0
133,-458752,106,-56,-1,-1,0
166,-589824,106,-56,-1,-1,0
200,-720896,104,-56,-1,-1,0
233,-589824,104,-56,-1,-1,0
266,-786432,104,-56,-1,-1,0
300,-917504,104,-56,-1,-1,0
333,6356992,104,-56,-1,-1,0
366,-655360,104,-56,-1,-1,0
400,-458752,104,-56,-1,-1,0
433,65536,104,-56,-1,-1,0
466,1310720,104,-56,-1,-1,0
500,1441792,104,-56,-1,-1,0
533,-65536,104,-56,-1,-1,0
566,-393216,104,-56,-1,-1,0
600,-327680,104,-56,-1,-1,0
633,-524288,104,-56,-1,-1,0
666,-720896,103,-56,-1,-1,0
700,-786432,103,-56,-1,-1,0
733,-851968,103,-56,-1,-1,0
766,-983040,103,-56,-1,-1,0
800,3211264,103,-56,-1,-1,0
833,-1048576,103,-56,-1,-1,0
866,-720896,103,-56,-1,-1,0
900,-393216,103,-56,-1,-1,0
933,524288,103,-56,-1,-1,0
966,1638400,103,-56,-1,-1,0
1000,196608,103,-56,-1,-1,0
1033,-786432,103,-56,-1,-1,0
1066,-720896,103,-56,-1,-1,0
1100,-655360,103,-56,-1,-1,0
1133,-786432,103,-56,-1,-1,0
1166,-983040,102,-56,-1,-1,0
1200,-720896,102,-56,-1,-1,0
1233,-983040,102,-56,-1,-1,0
1266,-983040,102,-56,-1,-1,0
1300,4456448,102,-56,-1,-1,0
1333,-720896,102,-56,-1,-1,0
1366,-524288,102,-56,-1,-1,0
1400,65536,102,-56,-1,-1,0
1433,1376256,102,-56,-1,-1,0
1466,983040,102,-56,-1,-1,0
1500,-262144,102,-56,-1,-1,0
1533,-524288,102,-56,-1,-1,0
1566,-458752,102,-56,-1,-1,0
1600,-524288,102,-56,-1,-1,0
1633,-720896,102,-56,-1,-1,0
1666,-720896,102,-56,-1,-1,0
1700,-786432,102,-56,-1,-1,0
1733,-851968,102,-56,-1,-1,0
1766,3932160,102,-56,-1,-1,0
1800,-720896,102,-56,-1,-1,0
1833,-786432,102,-56,-1,-1,0
1866,-393216,102,-56,-1,-1,0
1900,458752,102,-56,-1,-1,0
1933,1376256,102,-56,-1,-1,0
1966,131072,102,-56,-1,-1,0
2000,-589824,102,-56,-1,-1,0
2033,-589824,102,-56,-1,-1,0
2066,-524288,102,-56,-1,-1,0
2100,-655360,102,-56,-1,-1,0
2133,-851968,102,-56,-1,-1,0
2166,-589824,102,-56,-1,-1,0
2200,-917504,102,-56,-1,-1,0
2233,-1048576,102,-56,-1,-1,0
2266,5177344,102,-56,-1,-1,0
2300,-720896,102,-56,-1,-1,0
2333,-524288,102,-56,-1,-1,0
2366,65536,102,-56,-1,-1,0
2400,1441792,102,-56,-1,-1,0
2433,1245184,102,-56,-1,-1,0
2466,-131072,102,-56,-1,-1,0
2500,-327680,102,-56,-1,-1,0
2533,-262144,102,-56,-1,-1,0
2566,-327680,102,-56,-1,-1,0
2600,-393216,102,-56,-1,-1,0
2633,-589824,102,-56,-1,-1,0
2666,-524288,102,-56,-1,-1,0
2700,-720896,102,-56,-1,-1,0
2733,983040,102,-56,-1,-1,0
2766,0,102,-56,-1,-1,0
2800,-655360,102,-56,-1,-1,0
2833,-393216,102,-56,-1,-1,0
2866,327680,102,-56,-1,-1,0
2900,1441792,102,-56,-1,-1,0
2933,393216,102,-56,-1,-1,0
2966,-524288,102,-56,-1,-1,0
3000,-524288,102,-56,-1,-1,0
3033,-524288,102,-56,-1,-1,0
3066,-655360,102,-56,-1,-1,0
3100,-720896,102,-56,-1,-1,0
3133,-917504,101,-56,-1,-1,0
3166,-720896,101,-56,-1,-1,0
3200,-917504,101,-56,-1,-1,0
3233,-851968,101,-56,-1,-1,0
3266,2949120,101,-56,-1,-1,0
3300,-851968,101,-56,-1,-1,0
3333,-589824,101,-56,-1,-1,0
3366,0,101,-56,-1,-1,0
3400,1245184,101,-56,-1,-1,0
3433,786432,101,-56,-1,-1,0
3466,-393216,101,-56,-1,-1,0
3500,-589824,101,-56,-1,-1,0
3533,-524288,101,-56,-1,-1,0
3566,-589824,101,-56,-1,-1,0
3600,-589824,100,-56,-1,-1,0
3633,-720896,100,-56,-1,-1,0
3666,-524288,100,-56,-1,-1,0
3699,-720896,100,-56,-1,-1,0
3733,589824,100,-56,-1,-1,0
3766,524288,100,-56,-1,-1,0
3800,-458752,100,-56,-1,-1,0
3833,-196608,100,-56,-1,-1,0
3866,589824,100,-56,-1,-1,0
3900,1835008,100,-56,-1,-1,0
3933,720896,100,-56,-1,-1,0
3966,-327680,100,-56,-1,-1,0
4000,-393216,100,-56,-1,-1,0
4033,-458752,100,-56,-1,-1,0
4066,-589824,100,-56,-1,-1,0
4100,-786432,100,-56,-1,-1,0
4133,-524288,100,-56,-1,-1,0
4166,-851968,100,-56,-1,-1,0
