milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-1310720,69,-56,-1,-1,0
33,7929856,69,-56,-1,-1,0
66,-524288,69,-56,-1,-1,0
100,-786432,69,-56,-1,-1,0
133,-589824,69,-56,-1,-1,0
166,-262144,69,-56,-1,-1,0
200,393216,69,-56,-1,-1,0
233,1703936,69,-56,-1,-1,0
266,3145728,69,-56,-1,-1,0
300,1900544,69,-56,-1,-1,0
333,-327680,69,-56,-1,-1,0
366,-655360,69,-56,-1,-1,0
400,-589824,69,-56,-1,-1,0
433,-655360,69,-56,-1,-1,0
466,-524288,69,-56,-1,-1,0
500,-720896,69,-56,-1,-1,0
533,-786432,69,-56,-1,-1,0
566,-851968,69,-56,-1,-1,0
600,-917504,69,-56,-1,-1,0
633,-851968,69,-56,-1,-1,0
666,-720896,69,-56,-1,-1,0
700,-327680,69,-56,-1,-1,0
733,-917504,69,-56,-1,-1,0
766,-1114112,69,-56,-1,-1,0
800,-1114112,69,-56,-1,-1,0
833,-917504,69,-56,-1,-1,0
866,3735552,69,-56,-1,-1,0
900,-458752,69,-56,-1,-1,0
933,-524288,69,-56,-1,-1,0
966,-262144,69,-56,-1,-1,0
1000,131072,69,-56,-1,-1,0
1033,983040,66,-56,-1,-1,0
1066,2293760,66,-56,-1,-1,0
1100,3866624,66,-56,-1,-1,0
1133,1441792,66,-56,-1,-1,0
1166,-589824,66,-56,-1,-1,0
1200,-851968,66,-56,-1,-1,0
1233,-851968,66,-56,-1,-1,0
1266,-917504,66,-56,-1,-1,0
1300,-851968,66,-56,-1,-1,0
1333,-983040,66,-56,-1,-1,0
1366,-1114112,66,-56,-1,-1,0
1400,-1179648,66,-56,-1,-1,0
1433,-1048576,66,-56,-1,-1,0
1466,-1048576,66,-56,-1,-1,0
1500,-458752,66,-56,-1,-1,0
1533,-655360,66,-56,-1,-1,0
1566,-983040,66,-56,-1,-1,0
1600,-1048576,66,-56,-1,-1,0
1633,-1048576,66,-56,-1,-1,0
1666,9961472,66,-56,-1,-1,0
1700,-65536,66,-56,-1,-1,0
1733,-524288,66,-56,-1,-1,0
1766,-327680,66,-56,-1,-1,0
1800,-65536,66,-56,-1,-1,0
1833,458752,66,-56,-1,-1,0
1866,1703936,66,-56,-1,-1,0
1900,3211264,65,-56,-1,-1,0
1933,2555904,65,-56,-1,-1,0
1966,-65536,65,-56,-1,-1,0
2000,-720896,65,-56,-1,-1,0
2033,-655360,65,-56,-1,-1,0
2066,-655360,65,-56,-1,-1,0
2100,-655360,65,-56,-1,-1,0
2133,-720896,65,-56,-1,-1,0
2166,-786432,65,-56,-1,-1,0
2200,-851968,65,-56,-1,-1,0
2233,-983040,65,-56,-1,-1,0
2266,-983040,65,-56,-1,-1,0
2300,-983040,65,-56,-1,-1,0
2333,-524288,65,-56,-1,-1,0
