milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-1703936,119,-56,-1,-1,0
33,-1441792,119,-56,-1,-1,0
66,-917504,119,-56,-1,-1,0
100,-1048576,119,-56,-1,-1,0
133,-917504,119,-56,-1,-1,0
166,-851968,119,-56,-1,-1,0
200,-1179648,118,-56,-1,-1,0
233,-1441792,118,-56,-1,-1,0
266,-1638400,118,-56,-1,-1,0
300,-1114112,118,-56,-1,-1,0
333,-1441792,118,-56,-1,-1,0
366,2686976,118,-56,-1,-1,0
400,786432,118,-56,-1,-1,0
433,-1638400,118,-56,-1,-1,0
466,-1048576,118,-56,-1,-1,0
500,196608,118,-56,-1,-1,0
533,524288,118,-56,-1,-1,0
566,0,118,-56,-1,-1,0
600,-196608,118,-56,-1,-1,0
633,-589824,118,-56,-1,-1,0
666,-655360,118,-56,-1,-1,0
700,-524288,118,-56,-1,-1,0
733,-655360,118,-56,-1,-1,0
766,-786432,118,-56,-1,-1,0
800,8650752,118,-56,-1,-1,0
833,-720896,118,-56,-1,-1,0
866,-1048576,118,-56,-1,-1,0
900,-65536,118,-56,-1,-1,0
933,1245184,118,-56,-1,-1,0
966,393216,118,-56,-1,-1,0
1000,-131072,118,-56,-1,-1,0
1033,-262144,118,-56,-1,-1,0
1066,-196608,118,-56,-1,-1,0
1100,-720896,118,-56,-1,-1,0
1133,-589824,118,-56,-1,-1,0
1166,-1048576,118,-56,-1,-1,0
1200,-1638400,118,-56,-1,-1,0
1233,14483456,118,-56,-1,-1,0
1266,-1572864,118,-56,-1,-1,0
1300,-1900544,118,-56,-1,-1,0
1333,-1114112,118,-56,-1,-1,0
1366,-196608,118,-56,-1,-1,0
1400,-1114112,118,-56,-1,-1,0
1433,-1507328,118,-56,-1,-1,0
1466,-1507328,118,-56,-1,-1,0
1500,-2359296,118,-56,-1,-1,0
1533,-1310720,118,-56,-1,-1,0
1566,-1310720,118,-56,-1,-1,0
1600,-1507328,118,-56,-1,-1,0
1633,-1835008,118,-56,-1,-1,0
1666,17039360,118,-56,-1,-1,0
1700,-1966080,118,-56,-1,-1,0
1733,-1835008,118,-56,-1,-1,0
1766,-851968,118,-56,-1,-1,0
1800,458752,118,-56,-1,-1,0
1833,-393216,118,-56,-1,-1,0
1866,-262144,118,-56,-1,-1,0
1900,-393216,118,-56,-1,-1,0
1933,-917504,118,-56,-1,-1,0
1966,-393216,118,-56,-1,-1,0
2000,-196608,118,-56,-1,-1,0
2033,-655360,118,-56,-1,-1,0
2066,720896,118,-56,-1,-1,0
2100,3211264,118,-56,-1,-1,0
2133,-655360,118,-56,-1,-1,0
2166,-458752,118,-56,-1,-1,0
2200,1376256,118,-56,-1,-1,0
2233,2293760,118,-56,-1,-1,0
2266,65536,118,-56,-1,-1,0
2300,786432,118,-56,-1,-1,0
2333,-196608,118,-56,-1,-1,0
2366,-589824,118,-56,-1,-1,0
2400,-393216,118,-56,-1,-1,0
2433,-917504,118,-56,-1,-1,0
2466,-2359296,118,-56,-1,-1,0
2500,16449536,118,-56,-1,-1,0
2533,-1638400,118,-56,-1,-1,0
2566,-1966080,118,-56,-1,-1,0
2600,-1245184,118,-56,-1,-1,0
2633,-65536,118,-56,-1,-1,0
2666,-589824,118,-56,-1,-1,0
2700,-2162688,118,-56,-1,-1,0
2733,-1835008,118,-56,-1,-1,0
2766,-1638400,118,-56,-1,-1,0
2800,-2031616,118,-56,-1,-1,0
2833,-1835008,118,-56,-1,-1,0
2866,-2097152,118,-56,-1,-1,0
2900,3211264,118,-56,-1,-1,0
2933,-2228224,118,-56,-1,-1,0
2966,-2883584,118,-56,-1,-1,0
3000,-1769472,118,-56,-1,-1,0
3033,-917504,118,-56,-1,-1,0
3066,-720896,118,-56,-1,-1,0
3100,-2293760,118,-56,-1,-1,0
3133,-3014656,118,-56,-1,-1,0
3166,-2621440,118,-56,-1,-1,0
3200,-2162688,118,-56,-1,-1,0
3233,-2031616,118,-56,-1,-1,0
3266,-2359296,118,-56,-1,-1,0
3300,-2359296,118,-56,-1,-1,0
3333,5767168,118,-56,-1,-1,0
3366,-2031616,118,-56,-1,-1,0
3400,-1572864,118,-56,-1,-1,0
3433,-524288,118,-56,-1,-1,0
3466,1179648,118,-56,-1,-1,0
3500,-458752,118,-56,-1,-1,0
3533,-851968,118,-56,-1,-1,0
3566,-458752,118,-56,-1,-1,0
3600,131072,118,-56,-1,-1,0
3633,131072,118,-56,-1,-1,0
3666,-262144,118,-56,-1,-1,0
3699,-720896,118,-56,-1,-1,0
3733,10158080,118,-56,-1,-1,0
3766,-720896,118,-56,-1,-1,0
3800,-720896,118,-56,-1,-1,0
3833,-262144,118,-56,-1,-1,0
3866,524288,118,-56,-1,-1,0
3900,-786432,118,-56,-1,-1,0
3933,-1048576,118,-56,-1,-1,0
3966,-589824,118,-56,-1,-1,0
4000,-393216,118,-56,-1,-1,0
4033,65536,118,-56,-1,-1,0
4066,-393216,118,-56,-1,-1,0
4100,-720896,118,-56,-1,-1,0
4133,15663104,118,-56,-1,-1,0
4166,-1966080,118,-56,-1,-1,0
4200,-1572864,118,-56,-1,-1,0
4233,-1048576,118,-56,-1,-1,0
4266,1245184,118,-56,-1,-1,0
4300,524288,118,-56,-1,-1,0
4333,-589824,118,-56,-1,-1,0
4366,-524288,119,-56,-1,-1,0
4400,-655360,119,-56,-1,-1,0
4433,-851968,119,-56,-1,-1,0
4466,-589824,119,-56,-1,-1,0
4500,-1179648,119,-56,-1,-1,0
4533,-589824,119,-56,-1,-1,0
4566,5898240,119,-56,-1,-1,0
4600,-1572864,119,-56,-1,-1,0
4633,-1310720,119,-56,-1,-1,0
4666,262144,119,-56,-1,-1,0
4700,524288,119,-56,-1,-1,0
4733,-196608,119,-56,-1,-1,0
4766,-1310720,119,-56,-1,-1,0
4800,-1048576,119,-56,-1,-1,0
4833,-589824,119,-56,-1,-1,0
4866,-327680,119,-56,-1,-1,0
4900,-1376256,119,-56,-1,-1,0
4933,-1376256,119,-56,-1,-1,0
4966,17760256,119,-56,-1,-1,0
5000,-1376256,119,-56,-1,-1,0
5033,-1769472,119,-56,-1,-1,0
5066,-1310720,119,-56,-1,-1,0
5100,589824,119,-56,-1,-1,0
5133,-851968,119,-56,-1,-1,0
5166,-720896,120,-56,-1,-1,0
5200,-1245184,120,-56,-1,-1,0
5233,-458752,120,-56,-1,-1,0
5266,-65536,120,-56,-1,-1,0
5300,-65536,120,-56,-1,-1,0
5333,-131072,120,-56,-1,-1,0
5366,11010048,120,-56,-1,-1,0
5400,0,120,-56,-1,-1,0
5433,65536,120,-56,-1,-1,0
5466,458752,120,-56,-1,-1,0
5500,2293760,120,-56,-1,-1,0
5533,1900544,120,-56,-1,-1,0
5566,983040,120,-56,-1,-1,0
5600,393216,120,-56,-1,-1,0
5633,1114112,120,-56,-1,-1,0
5666,1048576,120,-56,-1,-1,0
5700,589824,120,-56,-1,-1,0
5733,196608,120,-56,-1,-1,0
5766,9175040,120,-56,-1,-1,0
5800,131072,120,-56,-1,-1,0
5833,-458752,120,-56,-1,-1,0
5866,917504,120,-56,-1,-1,0
5900,2228224,120,-56,-1,-1,0
5933,-1900544,120,-56,-1,-1,0
5966,-2555904,120,-56,-1,-1,0
6000,-2949120,120,-56,-1,-1,0
6033,-3145728,120,-56,-1,-1,0
6066,-3080192,120,-56,-1,-1,0
6100,-2555904,120,-56,-1,-1,0
6133,-2686976,120,-56,-1,-1,0
6166,-196608,120,-56,-1,-1,0
6200,1900544,120,-56,-1,-1,0
6233,-2883584,120,-56,-1,-1,0
6266,-1966080,120,-56,-1,-1,0
6300,-786432,120,-56,-1,-1,0
6333,458752,120,-56,-1,-1,0
6366,-524288,120,-56,-1,-1,0
6400,-1114112,120,-56,-1,-1,0
6433,-1245184,120,-56,-1,-1,0
6466,-1769472,120,-56,-1,-1,0
6500,-1769472,120,-56,-1,-1,0
6533,-1966080,120,-56,-1,-1,0
6566,-2162688,120,-56,-1,-1,0
6600,16449536,120,-56,-1,-1,0
6633,-1441792,120,-56,-1,-1,0
6666,-1703936,120,-56,-1,-1,0
6700,-851968,120,-56,-1,-1,0
6733,1114112,120,-56,-1,-1,0
6766,589824,120,-56,-1,-1,0
6800,65536,120,-56,-1,-1,0
6833,-786432,120,-56,-1,-1,0
6866,-589824,120,-56,-1,-1,0
6899,-655360,120,-56,-1,-1,0
6933,-851968,120,-56,-1,-1,0
6966,-917504,120,-56,-1,-1,0
7000,3014656,120,-56,-1,-1,0
7033,-327680,120,-56,-1,-1,0
7066,-1769472,120,-56,-1,-1,0
7100,-1179648,120,-56,-1,-1,0
7133,196608,120,-56,-1,-1,0
7166,262144,120,-56,-1,-1,0
7200,-917504,120,-56,-1,-1,0
7233,-1507328,120,-56,-1,-1,0
7266,-589824,120,-56,-1,-1,0
7300,-262144,120,-56,-1,-1,0
7333,-589824,120,-56,-1,-1,0
7366,-1376256,120,-56,-1,-1,0
7399,1769472,120,-56,-1,-1,0
7433,589824,120,-56,-1,-1,0
7466,-1114112,120,-56,-1,-1,0
7500,-327680,120,-56,-1,-1,0
7533,851968,120,-56,-1,-1,0
7566,983040,120,-56,-1,-1,0
7600,131072,120,-56,-1,-1,0
7633,-65536,120,-56,-1,-1,0
7666,65536,120,-56,-1,-1,0
7700,0,120,-56,-1,-1,0
7733,0,120,-56,-1,-1,0
7766,-458752,120,-56,-1,-1,0
7800,-1048576,120,-56,-1,-1,0
7833,10027008,120,-56,-1,-1,0
7866,-1703936,120,-56,-1,-1,0
7899,-1048576,120,-56,-1,-1,0
7933,-327680,120,-56,-1,-1,0
7966,0,120,-56,-1,-1,0
8000,-720896,120,-56,-1,-1,0
8033,-1572864,120,-56,-1,-1,0
8066,-1179648,120,-56,-1,-1,0
8100,-1310720,120,-56,-1,-1,0
8133,-1179648,120,-56,-1,-1,0
8166,-786432,120,-56,-1,-1,0
8200,-1245184,120,-56,-1,-1,0
8233,10092544,120,-56,-1,-1,0
8266,-524288,120,-56,-1,-1,0
8300,-1114112,120,-56,-1,-1,0
8333,-1245184,120,-56,-1,-1,0
8366,0,120,-56,-1,-1,0
8400,-1441792,120,-56,-1,-1,0
8433,-1376256,120,-56,-1,-1,0
8466,-1048576,120,-56,-1,-1,0
8500,-1376256,120,-56,-1,-1,0
8533,-1769472,120,-56,-1,-1,0
8566,-1769472,120,-56,-1,-1,0
8600,-2162688,120,-56,-1,-1,0
8633,-2686976,120,-56,-1,-1,0
8666,15859712,120,-56,-1,-1,0
8700,-2424832,120,-56,-1,-1,0
8733,-2228224,120,-56,-1,-1,0
8766,-1835008,120,-56,-1,-1,0
8800,131072,120,-56,-1,-1,0
8833,-524288,120,-56,-1,-1,0
8866,-2097152,120,-56,-1,-1,0
8900,-1638400,120,-56,-1,-1,0
8933,-2097152,120,-56,-1,-1,0
8966,-2293760,120,-56,-1,-1,0
9000,-1966080,120,-56,-1,-1,0
9033,-2359296,120,-56,-1,-1,0
9066,1114112,120,-56,-1,-1,0
9100,458752,120,-56,-1,-1,0
9133,-2490368,120,-56,-1,-1,0
9166,-2228224,120,-56,-1,-1,0
9200,-524288,120,-56,-1,-1,0
9233,-524288,120,-56,-1,-1,0
9266,-1048576,120,-56,-1,-1,0
9300,-1638400,121,-56,-1,-1,0
9333,-1245184,121,-56,-1,-1,0
9366,-2031616,121,-56,-1,-1,0
9400,-2031616,121,-56,-1,-1,0
9433,-2621440,121,-56,-1,-1,0
9466,-3145728,121,-56,-1,-1,0
9500,9240576,121,-56,-1,-1,0
9533,-1703936,121,-56,-1,-1,0
9566,-1441792,121,-56,-1,-1,0
9600,0,121,-56,-1,-1,0
9633,1245184,121,-56,-1,-1,0
9666,65536,121,-56,-1,-1,0
9700,-917504,121,-56,-1,-1,0
9733,-196608,121,-56,-1,-1,0
9766,-196608,121,-56,-1,-1,0
9800,-65536,121,-56,-1,-1,0
9833,-589824,121,-56,-1,-1,0
9866,-1179648,121,-56,-1,-1,0
9900,14483456,121,-56,-1,-1,0
9933,-1048576,121,-56,-1,-1,0
9966,-917504,121,-56,-1,-1,0
10000,65536,121,-56,-1,-1,0
10033,1572864,121,-56,-1,-1,0
10066,65536,121,-56,-1,-1,0
10100,-393216,121,-56,-1,-1,0
10133,-262144,121,-56,-1,-1,0
10166,-1114112,121,-56,-1,-1,0
10200,-720896,121,-56,-1,-1,0
10233,-786432,121,-56,-1,-1,0
10266,-1245184,121,-56,-1,-1,0
10300,2031616,121,-56,-1,-1,0
10333,1310720,121,-56,-1,-1,0
10366,-2424832,121,-56,-1,-1,0
10400,-2162688,121,-56,-1,-1,0
10433,-1179648,121,-56,-1,-1,0
