milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523629001408,-1703936,119,-56,-1,-1,0
1523629001408,-1703936,119,-56,-1,-1,0
1523629001408,-1703936,119,-56,-1,-1,0
1523629001408,-1638400,119,-56,-1,-1,0
1523629001408,-1507328,119,-56,-1,-1,0
1523629001457,-1441792,119,-56,-1,-1,0
1523629001457,-1376256,119,-56,-1,-1,0
1523629001457,-1310720,119,-56,-1,-1,0
1523629001457,-1114112,119,-56,-1,-1,0
1523629001457,-1048576,119,-56,-1,-1,0
1523629001488,-917504,119,-56,-1,-1,0
1523629001488,-720896,119,-56,-1,-1,0
1523629001488,-589824,119,-56,-1,-1,0
1523629001488,-720896,119,-56,-1,-1,0
1523629001488,-917504,119,-56,-1,-1,0
1523629001528,-1048576,119,-56,-1,-1,0
1523629001528,-1048576,119,-56,-1,-1,0
1523629001528,-983040,119,-56,-1,-1,0
1523629001528,-851968,119,-56,-1,-1,0
1523629001528,-851968,119,-56,-1,-1,0
1523629001568,-917504,119,-56,-1,-1,0
1523629001568,-917504,119,-56,-1,-1,0
1523629001568,-851968,119,-56,-1,-1,0
1523629001568,-917504,119,-56,-1,-1,0
1523629001568,-851968,119,-56,-1,-1,0
1523629001608,-851968,119,-56,-1,-1,0
1523629001608,-917504,119,-56,-1,-1,0
1523629001608,-1048576,119,-56,-1,-1,0
1523629001608,-1114112,119,-56,-1,-1,0
1523629001608,-1179648,119,-56,-1,-1,0
1523629001648,-1179648,118,-56,-1,-1,0
1523629001648,-1245184,118,-56,-1,-1,0
1523629001648,-1310720,118,-56,-1,-1,0
1523629001648,-1310720,118,-56,-1,-1,0
1523629001648,-1376256,118,-56,-1,-1,0
1523629001688,-1441792,118,-56,-1,-1,0
1523629001688,-1441792,118,-56,-1,-1,0
1523629001688,-1376256,118,-56,-1,-1,0
1523629001688,-1441792,118,-56,-1,-1,0
1523629001688,-1572864,118,-56,-1,-1,0
1523629001728,-1638400,118,-56,-1,-1,0
1523629001728,-1572864,118,-56,-1,-1,0
1523629001728,-1441792,118,-56,-1,-1,0
1523629001728,-1245184,118,-56,-1,-1,0
1523629001728,-1114112,118,-56,-1,-1,0
1523629001768,-1114112,118,-56,-1,-1,0
1523629001768,-1245184,118,-56,-1,-1,0
1523629001768,-1310720,118,-56,-1,-1,0
1523629001768,-1310720,118,-56,-1,-1,0
1523629001768,-1376256,118,-56,-1,-1,0
1523629001813,-1441792,118,-56,-1,-1,0
1523629001813,-1441792,118,-56,-1,-1,0
1523629001813,-1638400,118,-56,-1,-1,0
1523629001813,-2031616,118,-56,-1,-1,0
1523629001813,-1245184,118,-56,-1,-1,0
1523629001848,2686976,118,-56,-1,-1,0
1523629001848,10158080,118,-56,-1,-1,0
1523629001848,16973824,118,-56,-1,-1,0
1523629001848,15859712,118,-56,-1,-1,0
1523629001848,7667712,118,-56,-1,-1,0
1523629001888,786432,118,-56,-1,-1,0
1523629001888,-917504,118,-56,-1,-1,0
1523629001888,-1245184,118,-56,-1,-1,0
1523629001888,-1507328,118,-56,-1,-1,0
1523629001888,-1638400,118,-56,-1,-1,0
1523629001928,-1638400,118,-56,-1,-1,0
1523629001928,-1703936,118,-56,-1,-1,0
1523629001928,-1638400,118,-56,-1,-1,0
1523629001928,-1507328,118,-56,-1,-1,0
1523629001928,-1245184,118,-56,-1,-1,0
1523629001968,-1048576,118,-56,-1,-1,0
1523629001968,-851968,118,-56,-1,-1,0
1523629001968,-655360,118,-56,-1,-1,0
1523629001968,-393216,118,-56,-1,-1,0
1523629001968,-65536,118,-56,-1,-1,0
1523629002008,196608,118,-56,-1,-1,0
1523629002008,458752,118,-56,-1,-1,0
1523629002008,655360,118,-56,-1,-1,0
1523629002008,720896,118,-56,-1,-1,0
1523629002008,786432,118,-56,-1,-1,0
1523629002048,524288,118,-56,-1,-1,0
1523629002048,262144,118,-56,-1,-1,0
1523629002048,131072,118,-56,-1,-1,0
1523629002048,65536,118,-56,-1,-1,0
1523629002048,0,118,-56,-1,-1,0
1523629002089,0,118,-56,-1,-1,0
1523629002089,-131072,118,-56,-1,-1,0
1523629002089,-262144,118,-56,-1,-1,0
1523629002089,-327680,118,-56,-1,-1,0
1523629002089,-196608,118,-56,-1,-1,0
1523629002128,-196608,118,-56,-1,-1,0
1523629002128,-327680,118,-56,-1,-1,0
1523629002128,-458752,118,-56,-1,-1,0
1523629002128,-458752,118,-56,-1,-1,0
1523629002128,-524288,118,-56,-1,-1,0
1523629002168,-589824,118,-56,-1,-1,0
1523629002168,-655360,118,-56,-1,-1,0
1523629002168,-655360,118,-56,-1,-1,0
1523629002168,-655360,118,-56,-1,-1,0
1523629002168,-655360,118,-56,-1,-1,0
1523629002208,-655360,118,-56,-1,-1,0
1523629002208,-720896,118,-56,-1,-1,0
1523629002208,-786432,118,-56,-1,-1,0
1523629002208,-655360,118,-56,-1,-1,0
1523629002208,-524288,118,-56,-1,-1,0
1523629002248,-524288,118,-56,-1,-1,0
1523629002248,-458752,118,-56,-1,-1,0
1523629002248,-393216,118,-56,-1,-1,0
1523629002248,-458752,118,-56,-1,-1,0
1523629002248,-589824,118,-56,-1,-1,0
1523629002288,-655360,118,-56,-1,-1,0
1523629002288,-655360,118,-56,-1,-1,0
1523629002288,-720896,118,-56,-1,-1,0
1523629002288,-786432,118,-56,-1,-1,0
1523629002288,-786432,118,-56,-1,-1,0
1523629002328,-786432,118,-56,-1,-1,0
1523629002328,-917504,118,-56,-1,-1,0
1523629002328,-1048576,118,-56,-1,-1,0
1523629002328,-65536,118,-56,-1,-1,0
1523629002328,3342336,118,-56,-1,-1,0
1523629002368,8650752,118,-56,-1,-1,0
1523629002368,12451840,118,-56,-1,-1,0
1523629002368,10158080,118,-56,-1,-1,0
1523629002368,3997696,118,-56,-1,-1,0
1523629002368,-262144,118,-56,-1,-1,0
1523629002408,-720896,118,-56,-1,-1,0
1523629002408,-720896,118,-56,-1,-1,0
1523629002408,-720896,118,-56,-1,-1,0
1523629002408,-851968,118,-56,-1,-1,0
1523629002408,-1114112,118,-56,-1,-1,0
1523629002448,-1048576,118,-56,-1,-1,0
1523629002448,-851968,118,-56,-1,-1,0
1523629002448,-655360,118,-56,-1,-1,0
1523629002448,-589824,118,-56,-1,-1,0
1523629002448,-327680,118,-56,-1,-1,0
1523629002488,-65536,118,-56,-1,-1,0
1523629002488,0,118,-56,-1,-1,0
1523629002488,196608,118,-56,-1,-1,0
1523629002488,589824,118,-56,-1,-1,0
1523629002488,1048576,118,-56,-1,-1,0
1523629002528,1245184,118,-56,-1,-1,0
1523629002528,1376256,118,-56,-1,-1,0
1523629002528,1245184,118,-56,-1,-1,0
1523629002528,983040,118,-56,-1,-1,0
1523629002528,655360,118,-56,-1,-1,0
1523629002568,393216,118,-56,-1,-1,0
1523629002568,131072,118,-56,-1,-1,0
1523629002568,0,118,-56,-1,-1,0
1523629002568,0,118,-56,-1,-1,0
1523629002568,0,118,-56,-1,-1,0
1523629002608,-131072,118,-56,-1,-1,0
1523629002608,-262144,118,-56,-1,-1,0
1523629002608,-327680,118,-56,-1,-1,0
1523629002608,-327680,118,-56,-1,-1,0
1523629002608,-262144,118,-56,-1,-1,0
1523629002648,-262144,118,-56,-1,-1,0
1523629002648,-262144,118,-56,-1,-1,0
1523629002648,-327680,118,-56,-1,-1,0
1523629002648,-196608,118,-56,-1,-1,0
1523629002648,-196608,118,-56,-1,-1,0
1523629002688,-196608,118,-56,-1,-1,0
1523629002688,-327680,118,-56,-1,-1,0
1523629002688,-327680,118,-56,-1,-1,0
1523629002688,-393216,118,-56,-1,-1,0
1523629002688,-458752,118,-56,-1,-1,0
1523629002729,-720896,118,-56,-1,-1,0
1523629002729,-851968,118,-56,-1,-1,0
1523629002729,-786432,118,-56,-1,-1,0
1523629002729,-589824,118,-56,-1,-1,0
1523629002729,-524288,118,-56,-1,-1,0
1523629002768,-589824,118,-56,-1,-1,0
1523629002768,-720896,118,-56,-1,-1,0
1523629002768,-720896,118,-56,-1,-1,0
1523629002768,-720896,118,-56,-1,-1,0
1523629002768,-851968,118,-56,-1,-1,0
1523629002808,-1048576,118,-56,-1,-1,0
1523629002808,-1114112,118,-56,-1,-1,0
1523629002808,-1048576,118,-56,-1,-1,0
1523629002808,-1179648,118,-56,-1,-1,0
1523629002808,-1376256,118,-56,-1,-1,0
1523629002848,-1638400,118,-56,-1,-1,0
1523629002848,-1769472,118,-56,-1,-1,0
1523629002848,-196608,118,-56,-1,-1,0
1523629002848,4390912,118,-56,-1,-1,0
1523629002848,10813440,118,-56,-1,-1,0
1523629002888,14483456,118,-56,-1,-1,0
1523629002888,10813440,118,-56,-1,-1,0
1523629002888,3670016,118,-56,-1,-1,0
1523629002888,-589824,118,-56,-1,-1,0
1523629002888,-1310720,118,-56,-1,-1,0
1523629002928,-1572864,118,-56,-1,-1,0
1523629002928,-1835008,118,-56,-1,-1,0
1523629002928,-1900544,118,-56,-1,-1,0
1523629002928,-1835008,118,-56,-1,-1,0
1523629002928,-1769472,118,-56,-1,-1,0
1523629002968,-1900544,118,-56,-1,-1,0
1523629002968,-1900544,118,-56,-1,-1,0
1523629002968,-1769472,118,-56,-1,-1,0
1523629002968,-1703936,118,-56,-1,-1,0
1523629002968,-1507328,118,-56,-1,-1,0
1523629003008,-1114112,118,-56,-1,-1,0
1523629003008,-786432,118,-56,-1,-1,0
1523629003008,-524288,118,-56,-1,-1,0
1523629003008,-458752,118,-56,-1,-1,0
1523629003008,-327680,118,-56,-1,-1,0
1523629003048,-196608,118,-56,-1,-1,0
1523629003048,-196608,118,-56,-1,-1,0
1523629003048,-524288,118,-56,-1,-1,0
1523629003048,-983040,118,-56,-1,-1,0
1523629003048,-1114112,118,-56,-1,-1,0
1523629003088,-1114112,118,-56,-1,-1,0
1523629003088,-1048576,118,-56,-1,-1,0
1523629003088,-1245184,118,-56,-1,-1,0
1523629003088,-1441792,118,-56,-1,-1,0
1523629003088,-1507328,118,-56,-1,-1,0
1523629003128,-1507328,118,-56,-1,-1,0
1523629003128,-1507328,118,-56,-1,-1,0
1523629003128,-1572864,118,-56,-1,-1,0
1523629003128,-1638400,118,-56,-1,-1,0
1523629003128,-1572864,118,-56,-1,-1,0
1523629003168,-1507328,118,-56,-1,-1,0
1523629003168,-1703936,118,-56,-1,-1,0
1523629003168,-1769472,118,-56,-1,-1,0
1523629003168,-1835008,118,-56,-1,-1,0
1523629003168,-1966080,118,-56,-1,-1,0
1523629003208,-2359296,118,-56,-1,-1,0
1523629003208,-2949120,118,-56,-1,-1,0
1523629003208,-3080192,118,-56,-1,-1,0
1523629003208,-2097152,118,-56,-1,-1,0
1523629003208,-1310720,118,-56,-1,-1,0
1523629003248,-1310720,118,-56,-1,-1,0
1523629003248,-1507328,118,-56,-1,-1,0
1523629003248,-1572864,118,-56,-1,-1,0
1523629003248,-1507328,118,-56,-1,-1,0
1523629003248,-1441792,118,-56,-1,-1,0
1523629003288,-1310720,118,-56,-1,-1,0
1523629003288,-1245184,118,-56,-1,-1,0
1523629003288,-1310720,118,-56,-1,-1,0
1523629003288,-1310720,118,-56,-1,-1,0
1523629003288,-1245184,118,-56,-1,-1,0
1523629003328,-1507328,118,-56,-1,-1,0
1523629003328,-1572864,118,-56,-1,-1,0
1523629003328,-1572864,118,-56,-1,-1,0
1523629003328,-1376256,118,-56,-1,-1,0
1523629003328,-1376256,118,-56,-1,-1,0
1523629003369,-1835008,118,-56,-1,-1,0
1523629003369,-1638400,118,-56,-1,-1,0
1523629003369,1441792,118,-56,-1,-1,0
1523629003369,8388608,118,-56,-1,-1,0
1523629003369,15794176,118,-56,-1,-1,0
1523629003408,17039360,118,-56,-1,-1,0
1523629003408,9895936,118,-56,-1,-1,0
1523629003408,1835008,118,-56,-1,-1,0
1523629003408,-1179648,118,-56,-1,-1,0
1523629003408,-1638400,118,-56,-1,-1,0
1523629003448,-1966080,118,-56,-1,-1,0
1523629003448,-2031616,118,-56,-1,-1,0
1523629003448,-1638400,118,-56,-1,-1,0
1523629003448,-1703936,118,-56,-1,-1,0
1523629003448,-1769472,118,-56,-1,-1,0
1523629003488,-1835008,118,-56,-1,-1,0
1523629003488,-1835008,118,-56,-1,-1,0
1523629003488,-1900544,118,-56,-1,-1,0
1523629003488,-1441792,118,-56,-1,-1,0
1523629003488,-1114112,118,-56,-1,-1,0
1523629003528,-851968,118,-56,-1,-1,0
1523629003528,-720896,118,-56,-1,-1,0
1523629003528,-458752,118,-56,-1,-1,0
1523629003528,0,118,-56,-1,-1,0
1523629003528,458752,118,-56,-1,-1,0
1523629003568,458752,118,-56,-1,-1,0
1523629003568,-65536,118,-56,-1,-1,0
1523629003568,0,118,-56,-1,-1,0
1523629003568,262144,118,-56,-1,-1,0
1523629003568,0,118,-56,-1,-1,0
1523629003608,-393216,118,-56,-1,-1,0
1523629003608,-393216,118,-56,-1,-1,0
1523629003608,-65536,118,-56,-1,-1,0
1523629003608,-131072,118,-56,-1,-1,0
1523629003608,-327680,118,-56,-1,-1,0
1523629003648,-262144,118,-56,-1,-1,0
1523629003648,-327680,118,-56,-1,-1,0
1523629003648,-786432,118,-56,-1,-1,0
1523629003648,-720896,118,-56,-1,-1,0
1523629003648,-327680,118,-56,-1,-1,0
1523629003688,-393216,118,-56,-1,-1,0
1523629003688,-196608,118,-56,-1,-1,0
1523629003688,65536,118,-56,-1,-1,0
1523629003688,0,118,-56,-1,-1,0
1523629003688,-524288,118,-56,-1,-1,0
1523629003728,-917504,118,-56,-1,-1,0
1523629003728,-1048576,118,-56,-1,-1,0
1523629003728,-1048576,118,-56,-1,-1,0
1523629003728,-393216,118,-56,-1,-1,0
1523629003728,0,118,-56,-1,-1,0
1523629003768,-393216,118,-56,-1,-1,0
1523629003768,-720896,118,-56,-1,-1,0
1523629003768,-393216,118,-56,-1,-1,0
1523629003768,-196608,118,-56,-1,-1,0
1523629003768,-262144,118,-56,-1,-1,0
1523629003808,-196608,118,-56,-1,-1,0
1523629003808,-720896,118,-56,-1,-1,0
1523629003808,-1441792,118,-56,-1,-1,0
1523629003808,-851968,118,-56,-1,-1,0
1523629003808,-393216,118,-56,-1,-1,0
1523629003848,-655360,118,-56,-1,-1,0
1523629003848,-720896,118,-56,-1,-1,0
1523629003848,-196608,118,-56,-1,-1,0
1523629003848,-458752,118,-56,-1,-1,0
1523629003848,-983040,118,-56,-1,-1,0
1523629003888,720896,118,-56,-1,-1,0
1523629003888,5898240,118,-56,-1,-1,0
1523629003888,12189696,118,-56,-1,-1,0
1523629003888,14614528,118,-56,-1,-1,0
1523629003888,9764864,118,-56,-1,-1,0
1523629003928,3211264,118,-56,-1,-1,0
1523629003928,131072,118,-56,-1,-1,0
1523629003928,-262144,118,-56,-1,-1,0
1523629003928,-851968,118,-56,-1,-1,0
1523629003928,-851968,118,-56,-1,-1,0
1523629003968,-655360,118,-56,-1,-1,0
1523629003968,-786432,118,-56,-1,-1,0
1523629003968,-851968,118,-56,-1,-1,0
1523629003968,-458752,118,-56,-1,-1,0
1523629003968,-327680,118,-56,-1,-1,0
1523629004009,-458752,118,-56,-1,-1,0
1523629004009,-196608,118,-56,-1,-1,0
1523629004009,262144,118,-56,-1,-1,0
1523629004009,524288,118,-56,-1,-1,0
1523629004009,851968,118,-56,-1,-1,0
1523629004048,1376256,118,-56,-1,-1,0
1523629004048,1310720,118,-56,-1,-1,0
1523629004048,1245184,118,-56,-1,-1,0
1523629004048,1703936,118,-56,-1,-1,0
1523629004048,2162688,118,-56,-1,-1,0
1523629004088,2293760,118,-56,-1,-1,0
1523629004088,2293760,118,-56,-1,-1,0
1523629004088,1900544,118,-56,-1,-1,0
1523629004088,1114112,118,-56,-1,-1,0
1523629004088,327680,118,-56,-1,-1,0
1523629004128,65536,118,-56,-1,-1,0
