milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-2031616,84,-56,-1,-1,0
33,-1507328,84,-56,-1,-1,0
66,-327680,84,-56,-1,-1,0
100,2424832,84,-56,-1,-1,0
133,2162688,84,-56,-1,-1,0
166,0,84,-56,-1,-1,0
200,-786432,84,-56,-1,-1,0
233,-655360,84,-56,-1,-1,0
266,-851968,84,-56,-1,-1,0
300,-1048576,84,-56,-1,-1,0
333,-1179648,84,-56,-1,-1,0
366,-1310720,84,-56,-1,-1,0
400,-1179648,84,-56,-1,-1,0
433,-1310720,84,-56,-1,-1,0
466,-983040,84,-56,-1,-1,0
500,-1245184,84,-56,-1,-1,0
533,-1572864,84,-56,-1,-1,0
566,13041664,84,-56,-1,-1,0
600,-1966080,84,-56,-1,-1,0
633,-1638400,84,-56,-1,-1,0
666,-917504,84,-56,-1,-1,0
700,1245184,84,-56,-1,-1,0
733,3342336,84,-56,-1,-1,0
766,1048576,84,-56,-1,-1,0
800,-720896,84,-56,-1,-1,0
833,-786432,84,-56,-1,-1,0
866,-655360,84,-56,-1,-1,0
900,-1048576,84,-56,-1,-1,0
933,-1310720,84,-56,-1,-1,0
966,-1441792,84,-56,-1,-1,0
1000,-1572864,84,-56,-1,-1,0
1033,-1507328,84,-56,-1,-1,0
1066,-1310720,84,-56,-1,-1,0
1100,-1441792,84,-56,-1,-1,0
1133,-1900544,84,-56,-1,-1,0
1166,14680064,83,-56,-1,-1,0
1200,-1572864,83,-56,-1,-1,0
1233,-1835008,83,-56,-1,-1,0
1266,-655360,83,-56,-1,-1,0
1300,1245184,83,-56,-1,-1,0
1333,3407872,83,-56,-1,-1,0
1366,524288,83,-56,-1,-1,0
1400,-327680,83,-56,-1,-1,0
1433,-393216,83,-56,-1,-1,0
1466,-655360,83,-56,-1,-1,0
1500,-458752,83,-56,-1,-1,0
1533,-917504,83,-56,-1,-1,0
1566,-917504,83,-56,-1,-1,0
1600,-983040,83,-56,-1,-1,0
1633,-1114112,83,-56,-1,-1,0
1666,-851968,83,-56,-1,-1,0
1700,-1048576,83,-56,-1,-1,0
1733,-1703936,83,-56,-1,-1,0
1766,15138816,83,-56,-1,-1,0
1800,-1703936,83,-56,-1,-1,0
1833,-1179648,83,-56,-1,-1,0
1866,-655360,83,-56,-1,-1,0
1900,1441792,83,-56,-1,-1,0
1933,3538944,83,-56,-1,-1,0
1966,1245184,83,-56,-1,-1,0
2000,-393216,83,-56,-1,-1,0
2033,-524288,83,-56,-1,-1,0
2066,-393216,83,-56,-1,-1,0
2100,-589824,83,-56,-1,-1,0
2133,-983040,83,-56,-1,-1,0
2166,-983040,83,-56,-1,-1,0
2200,-1048576,83,-56,-1,-1,0
2233,-1179648,83,-56,-1,-1,0
2266,-1114112,83,-56,-1,-1,0
2300,-1114112,83,-56,-1,-1,0
2333,-1507328,83,-56,-1,-1,0
2366,6160384,83,-56,-1,-1,0
2400,-786432,83,-56,-1,-1,0
2433,-1900544,83,-56,-1,-1,0
2466,-1572864,83,-56,-1,-1,0
2500,-262144,83,-56,-1,-1,0
2533,2621440,83,-56,-1,-1,0
2566,2162688,83,-56,-1,-1,0
2600,-131072,83,-56,-1,-1,0
2633,-851968,83,-56,-1,-1,0
2666,-851968,83,-56,-1,-1,0
2700,-917504,83,-56,-1,-1,0
