milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523617810667,-1048576,-108,-56,-1,-1,0
1523617810667,-917504,-108,-56,-1,-1,0
1523617810667,-524288,-108,-56,-1,-1,0
1523617810667,65536,-108,-56,-1,-1,0
1523617810667,720896,-108,-56,-1,-1,0
1523617810717,1310720,-108,-56,-1,-1,0
1523617810717,2097152,-108,-56,-1,-1,0
1523617810717,2752512,-108,-56,-1,-1,0
1523617810717,3276800,-108,-56,-1,-1,0
1523617810717,3538944,-108,-56,-1,-1,0
1523617810747,3342336,-108,-56,-1,-1,0
1523617810747,2752512,-108,-56,-1,-1,0
1523617810747,1835008,-108,-56,-1,-1,0
1523617810747,851968,-108,-56,-1,-1,0
1523617810747,0,-108,-56,-1,-1,0
1523617810787,-589824,-108,-56,-1,-1,0
1523617810787,-786432,-108,-56,-1,-1,0
1523617810787,-917504,-108,-56,-1,-1,0
1523617810787,-917504,-108,-56,-1,-1,0
1523617810787,-786432,-108,-56,-1,-1,0
1523617810827,-851968,-108,-56,-1,-1,0
1523617810827,-983040,-108,-56,-1,-1,0
1523617810827,-917504,-108,-56,-1,-1,0
1523617810827,-851968,-108,-56,-1,-1,0
1523617810827,-1048576,-108,-56,-1,-1,0
1523617810867,-1376256,-108,-56,-1,-1,0
1523617810867,-1507328,-108,-56,-1,-1,0
1523617810867,-1638400,-108,-56,-1,-1,0
1523617810867,-1703936,-108,-56,-1,-1,0
1523617810867,-1769472,-108,-56,-1,-1,0
1523617810907,-1769472,-108,-56,-1,-1,0
1523617810907,-1769472,-108,-56,-1,-1,0
1523617810907,-1703936,-108,-56,-1,-1,0
1523617810907,-1703936,-108,-56,-1,-1,0
1523617810907,-1835008,-108,-56,-1,-1,0
1523617810947,-2228224,-108,-56,-1,-1,0
1523617810947,-2555904,-108,-56,-1,-1,0
1523617810947,-1114112,-108,-56,-1,-1,0
1523617810947,3604480,-108,-56,-1,-1,0
1523617810947,8060928,-108,-56,-1,-1,0
1523617810987,7012352,-108,-56,-1,-1,0
1523617810987,2031616,-108,-56,-1,-1,0
1523617810987,-1310720,-108,-56,-1,-1,0
1523617810987,-1900544,-108,-56,-1,-1,0
1523617810987,-1835008,-108,-56,-1,-1,0
1523617811027,-1900544,-108,-56,-1,-1,0
1523617811027,-1900544,-108,-56,-1,-1,0
1523617811027,-1900544,-108,-56,-1,-1,0
1523617811027,-1769472,-108,-56,-1,-1,0
1523617811027,-1703936,-108,-56,-1,-1,0
1523617811067,-1507328,-109,-56,-1,-1,0
1523617811067,-1310720,-109,-56,-1,-1,0
1523617811067,-1048576,-109,-56,-1,-1,0
1523617811067,-720896,-109,-56,-1,-1,0
1523617811067,-393216,-109,-56,-1,-1,0
1523617811107,0,-109,-56,-1,-1,0
1523617811107,589824,-109,-56,-1,-1,0
1523617811107,1245184,-109,-56,-1,-1,0
1523617811107,2031616,-109,-56,-1,-1,0
1523617811107,2621440,-109,-56,-1,-1,0
1523617811147,3080192,-109,-56,-1,-1,0
1523617811147,3342336,-109,-56,-1,-1,0
1523617811147,3407872,-109,-56,-1,-1,0
1523617811147,3145728,-109,-56,-1,-1,0
1523617811147,2490368,-109,-56,-1,-1,0
1523617811187,1572864,-109,-56,-1,-1,0
1523617811187,786432,-109,-56,-1,-1,0
1523617811187,196608,-109,-56,-1,-1,0
1523617811187,0,-109,-56,-1,-1,0
1523617811187,-196608,-109,-56,-1,-1,0
1523617811227,-196608,-109,-56,-1,-1,0
1523617811227,-65536,-109,-56,-1,-1,0
1523617811227,0,-109,-56,-1,-1,0
1523617811227,-65536,-109,-56,-1,-1,0
1523617811227,-131072,-109,-56,-1,-1,0
1523617811267,-262144,-109,-56,-1,-1,0
1523617811267,-458752,-109,-56,-1,-1,0
1523617811267,-655360,-109,-56,-1,-1,0
1523617811267,-851968,-109,-56,-1,-1,0
1523617811267,-1114112,-109,-56,-1,-1,0
1523617811307,-1245184,-109,-56,-1,-1,0
1523617811307,-1179648,-109,-56,-1,-1,0
1523617811307,-1114112,-109,-56,-1,-1,0
1523617811307,-1114112,-109,-56,-1,-1,0
1523617811307,-1114112,-109,-56,-1,-1,0
1523617811352,-1114112,-109,-56,-1,-1,0
1523617811352,-1179648,-109,-56,-1,-1,0
1523617811352,-1441792,-109,-56,-1,-1,0
