milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-655360,120,-56,-1,-1,0
33,-1179648,120,-56,-1,-1,0
66,917504,120,-56,-1,-1,0
100,-1441792,120,-56,-1,-1,0
133,-720896,120,-56,-1,-1,0
166,0,120,-56,-1,-1,0
200,393216,120,-56,-1,-1,0
233,327680,120,-56,-1,-1,0
266,-524288,120,-56,-1,-1,0
300,-720896,120,-56,-1,-1,0
333,-524288,120,-56,-1,-1,0
366,-655360,120,-56,-1,-1,0
400,-720896,120,-56,-1,-1,0
433,-786432,120,-56,-1,-1,0
466,-1114112,120,-56,-1,-1,0
500,0,120,-56,-1,-1,0
533,-1048576,120,-56,-1,-1,0
566,-851968,120,-56,-1,-1,0
600,-655360,120,-56,-1,-1,0
633,-327680,120,-56,-1,-1,0
666,0,120,-56,-1,-1,0
700,-589824,120,-56,-1,-1,0
733,-983040,120,-56,-1,-1,0
766,-720896,119,-56,-1,-1,0
800,-524288,119,-56,-1,-1,0
833,-589824,119,-56,-1,-1,0
866,-262144,119,-56,-1,-1,0
900,-589824,119,-56,-1,-1,0
933,4259840,119,-56,-1,-1,0
966,-655360,119,-56,-1,-1,0
1000,-327680,119,-56,-1,-1,0
1033,-131072,119,-56,-1,-1,0
1066,655360,119,-56,-1,-1,0
1100,917504,119,-56,-1,-1,0
1133,-262144,119,-56,-1,-1,0
1166,-851968,119,-56,-1,-1,0
1200,-589824,119,-56,-1,-1,0
1233,-327680,119,-56,-1,-1,0
1266,-524288,119,-56,-1,-1,0
1300,-589824,119,-56,-1,-1,0
1333,-720896,119,-56,-1,-1,0
1366,8257536,119,-56,-1,-1,0
1400,-524288,119,-56,-1,-1,0
1433,-458752,119,-56,-1,-1,0
1466,0,119,-56,-1,-1,0
1500,720896,119,-56,-1,-1,0
1533,262144,119,-56,-1,-1,0
1566,-524288,119,-56,-1,-1,0
1600,-851968,118,-56,-1,-1,0
1633,-524288,118,-56,-1,-1,0
1666,-393216,118,-56,-1,-1,0
1700,-589824,118,-56,-1,-1,0
