milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-589824,99,-56,-1,-1,0
33,-917504,99,-56,-1,-1,0
66,-1048576,99,-56,-1,-1,0
100,-786432,99,-56,-1,-1,0
133,-720896,99,-56,-1,-1,0
166,-1245184,99,-56,-1,-1,0
200,0,99,-56,-1,-1,0
233,-524288,99,-56,-1,-1,0
266,-2097152,99,-56,-1,-1,0
300,-1703936,99,-56,-1,-1,0
333,-655360,99,-56,-1,-1,0
366,327680,99,-56,-1,-1,0
400,2686976,99,-56,-1,-1,0
433,5308416,99,-56,-1,-1,0
466,2949120,99,-56,-1,-1,0
500,0,99,-56,-1,-1,0
533,-458752,99,-56,-1,-1,0
566,-524288,99,-56,-1,-1,0
600,-851968,99,-56,-1,-1,0
633,-917504,99,-56,-1,-1,0
666,-1376256,99,-56,-1,-1,0
700,-1572864,100,-56,-1,-1,0
733,-1114112,100,-56,-1,-1,0
766,262144,100,-56,-1,-1,0
800,-7405568,100,-56,-1,-1,0
833,-1703936,100,-56,-1,-1,0
866,-1048576,100,-56,-1,-1,0
900,720896,100,-56,-1,-1,0
933,2686976,100,-56,-1,-1,0
966,3932160,100,-56,-1,-1,0
1000,983040,100,-56,-1,-1,0
1033,-458752,100,-56,-1,-1,0
1066,-1114112,100,-56,-1,-1,0
1100,-851968,100,-56,-1,-1,0
1133,-1048576,100,-56,-1,-1,0
1166,-1441792,100,-56,-1,-1,0
1200,-1310720,100,-56,-1,-1,0
1233,-1703936,100,-56,-1,-1,0
1266,-1310720,100,-56,-1,-1,0
1300,720896,100,-56,-1,-1,0
1333,-6750208,100,-56,-1,-1,0
1366,-1572864,100,-56,-1,-1,0
1400,-851968,100,-56,-1,-1,0
1433,458752,100,-56,-1,-1,0
1466,2883584,100,-56,-1,-1,0
1500,4980736,100,-56,-1,-1,0
1533,1179648,100,-56,-1,-1,0
1566,-262144,100,-56,-1,-1,0
1600,-524288,100,-56,-1,-1,0
1633,-786432,100,-56,-1,-1,0
1666,-1048576,100,-56,-1,-1,0
1700,-1179648,100,-56,-1,-1,0
1733,-1179648,100,-56,-1,-1,0
1766,-1703936,100,-56,-1,-1,0
1800,-458752,100,-56,-1,-1,0
1833,-1114112,100,-56,-1,-1,0
1866,-262144,100,-56,-1,-1,0
1900,-1572864,100,-56,-1,-1,0
1933,-1376256,100,-56,-1,-1,0
1966,-131072,100,-56,-1,-1,0
2000,1900544,100,-56,-1,-1,0
2033,4784128,100,-56,-1,-1,0
2066,2621440,100,-56,-1,-1,0
2100,65536,100,-56,-1,-1,0
2133,-524288,100,-56,-1,-1,0
2166,-655360,100,-56,-1,-1,0
2200,-1114112,100,-56,-1,-1,0
2233,-1310720,100,-56,-1,-1,0
2266,-1441792,100,-56,-1,-1,0
2300,-1179648,100,-56,-1,-1,0
2333,-1769472,100,-56,-1,-1,0
2366,-131072,100,-56,-1,-1,0
2400,393216,100,-56,-1,-1,0
2433,-5046272,100,-56,-1,-1,0
2466,-1507328,100,-56,-1,-1,0
2500,-524288,100,-56,-1,-1,0
2533,655360,100,-56,-1,-1,0
2566,2621440,100,-56,-1,-1,0
2600,5636096,100,-56,-1,-1,0
2633,2097152,100,-56,-1,-1,0
2666,196608,100,-56,-1,-1,0
2700,-327680,100,-56,-1,-1,0
2733,-786432,100,-56,-1,-1,0
2766,-720896,100,-56,-1,-1,0
2800,-1179648,100,-56,-1,-1,0
2833,-1048576,100,-56,-1,-1,0
2866,-1769472,100,-56,-1,-1,0
2900,-589824,98,-56,-1,-1,0
