milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523620446522,-851968,80,-56,-1,-1,0
1523620446522,-851968,80,-56,-1,-1,0
1523620446522,-786432,80,-56,-1,-1,0
1523620446522,-786432,80,-56,-1,-1,0
1523620446522,-851968,80,-56,-1,-1,0
1523620446562,-851968,80,-56,-1,-1,0
1523620446562,-851968,80,-56,-1,-1,0
1523620446562,-851968,80,-56,-1,-1,0
1523620446562,-851968,80,-56,-1,-1,0
1523620446562,-851968,80,-56,-1,-1,0
1523620446602,-917504,80,-56,-1,-1,0
1523620446602,-1048576,80,-56,-1,-1,0
1523620446602,-1048576,80,-56,-1,-1,0
1523620446602,-917504,80,-56,-1,-1,0
1523620446602,-720896,80,-56,-1,-1,0
1523620446642,-589824,80,-56,-1,-1,0
1523620446642,-524288,80,-56,-1,-1,0
1523620446642,-524288,80,-56,-1,-1,0
1523620446642,-589824,80,-56,-1,-1,0
1523620446642,-655360,80,-56,-1,-1,0
1523620446682,-786432,80,-56,-1,-1,0
1523620446682,-786432,80,-56,-1,-1,0
1523620446682,-786432,80,-56,-1,-1,0
1523620446682,-786432,80,-56,-1,-1,0
1523620446682,-786432,80,-56,-1,-1,0
1523620446722,-851968,80,-56,-1,-1,0
1523620446722,-786432,80,-56,-1,-1,0
1523620446722,-786432,80,-56,-1,-1,0
1523620446722,-786432,80,-56,-1,-1,0
1523620446722,-524288,80,-56,-1,-1,0
1523620446762,655360,80,-56,-1,-1,0
1523620446762,3014656,80,-56,-1,-1,0
1523620446762,6750208,80,-56,-1,-1,0
1523620446762,11272192,80,-56,-1,-1,0
1523620446762,12058624,80,-56,-1,-1,0
1523620446802,7208960,80,-56,-1,-1,0
1523620446802,1966080,80,-56,-1,-1,0
1523620446802,327680,80,-56,-1,-1,0
1523620446802,131072,80,-56,-1,-1,0
1523620446802,-196608,80,-56,-1,-1,0
1523620446847,-393216,80,-56,-1,-1,0
1523620446847,-393216,80,-56,-1,-1,0
1523620446847,-393216,80,-56,-1,-1,0
1523620446847,-393216,80,-56,-1,-1,0
1523620446847,-458752,80,-56,-1,-1,0
1523620446882,-524288,79,-56,-1,-1,0
1523620446882,-524288,79,-56,-1,-1,0
1523620446882,-327680,79,-56,-1,-1,0
1523620446882,-131072,79,-56,-1,-1,0
1523620446882,0,79,-56,-1,-1,0
1523620446922,131072,79,-56,-1,-1,0
1523620446922,327680,79,-56,-1,-1,0
1523620446922,589824,79,-56,-1,-1,0
1523620446922,851968,79,-56,-1,-1,0
1523620446922,1048576,79,-56,-1,-1,0
1523620446962,1376256,79,-56,-1,-1,0
1523620446962,1703936,79,-56,-1,-1,0
1523620446962,2162688,79,-56,-1,-1,0
1523620446962,2359296,79,-56,-1,-1,0
1523620446962,2293760,79,-56,-1,-1,0
1523620447002,1835008,79,-56,-1,-1,0
1523620447002,1441792,79,-56,-1,-1,0
1523620447002,1179648,79,-56,-1,-1,0
1523620447002,851968,79,-56,-1,-1,0
1523620447002,458752,79,-56,-1,-1,0
1523620447042,131072,79,-56,-1,-1,0
1523620447042,-65536,79,-56,-1,-1,0
1523620447042,-262144,79,-56,-1,-1,0
1523620447042,-589824,79,-56,-1,-1,0
1523620447042,-655360,79,-56,-1,-1,0
1523620447081,-655360,79,-56,-1,-1,0
1523620447081,-720896,79,-56,-1,-1,0
1523620447081,-917504,79,-56,-1,-1,0
1523620447081,-983040,79,-56,-1,-1,0
1523620447081,-786432,79,-56,-1,-1,0
1523620447121,-655360,79,-56,-1,-1,0
1523620447121,-720896,79,-56,-1,-1,0
1523620447121,-720896,79,-56,-1,-1,0
1523620447121,-524288,79,-56,-1,-1,0
1523620447121,-524288,79,-56,-1,-1,0
1523620447161,-589824,79,-56,-1,-1,0
1523620447161,-655360,79,-56,-1,-1,0
1523620447161,-655360,79,-56,-1,-1,0
1523620447161,-589824,79,-56,-1,-1,0
1523620447161,-458752,79,-56,-1,-1,0
1523620447201,-524288,79,-56,-1,-1,0
1523620447201,-655360,79,-56,-1,-1,0
1523620447201,-655360,79,-56,-1,-1,0
1523620447201,-655360,79,-56,-1,-1,0
1523620447201,-720896,79,-56,-1,-1,0
1523620447241,-786432,79,-56,-1,-1,0
1523620447241,-917504,79,-56,-1,-1,0
1523620447241,-983040,79,-56,-1,-1,0
1523620447241,-983040,79,-56,-1,-1,0
1523620447241,-851968,79,-56,-1,-1,0
1523620447281,-851968,79,-56,-1,-1,0
1523620447281,-851968,79,-56,-1,-1,0
1523620447281,-851968,79,-56,-1,-1,0
1523620447281,-917504,79,-56,-1,-1,0
1523620447281,-917504,79,-56,-1,-1,0
1523620447321,-917504,79,-56,-1,-1,0
1523620447321,-917504,79,-56,-1,-1,0
1523620447321,-1048576,79,-56,-1,-1,0
1523620447321,-983040,79,-56,-1,-1,0
1523620447321,-917504,79,-56,-1,-1,0
1523620447361,-851968,79,-56,-1,-1,0
1523620447361,-983040,79,-56,-1,-1,0
1523620447361,-1048576,79,-56,-1,-1,0
1523620447361,-1048576,79,-56,-1,-1,0
1523620447361,-917504,79,-56,-1,-1,0
1523620447401,-917504,79,-56,-1,-1,0
1523620447401,-983040,79,-56,-1,-1,0
1523620447401,-1114112,79,-56,-1,-1,0
1523620447401,-1179648,79,-56,-1,-1,0
1523620447401,-1048576,79,-56,-1,-1,0
1523620447441,-983040,79,-56,-1,-1,0
1523620447441,-851968,79,-56,-1,-1,0
1523620447441,-720896,79,-56,-1,-1,0
1523620447441,-720896,79,-56,-1,-1,0
1523620447441,-720896,79,-56,-1,-1,0
1523620447486,-786432,79,-56,-1,-1,0
1523620447486,-851968,79,-56,-1,-1,0
1523620447486,-917504,79,-56,-1,-1,0
1523620447486,-917504,79,-56,-1,-1,0
1523620447486,-851968,79,-56,-1,-1,0
