milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-1310720,91,-56,-1,-1,0
33,-2228224,92,-56,-1,-1,0
66,-1048576,92,-56,-1,-1,0
100,-1245184,92,-56,-1,-1,0
133,1638400,92,-56,-1,-1,0
166,-1114112,92,-56,-1,-1,0
200,-851968,92,-56,-1,-1,0
233,-196608,92,-56,-1,-1,0
266,1179648,92,-56,-1,-1,0
300,4063232,92,-56,-1,-1,0
333,4521984,92,-56,-1,-1,0
366,65536,92,-56,-1,-1,0
400,-851968,92,-56,-1,-1,0
433,-1114112,92,-56,-1,-1,0
466,-1245184,92,-56,-1,-1,0
500,-1376256,92,-56,-1,-1,0
533,-2097152,92,-56,-1,-1,0
566,-851968,92,-56,-1,-1,0
600,-1310720,92,-56,-1,-1,0
633,8519680,92,-56,-1,-1,0
666,-2752512,92,-56,-1,-1,0
700,-1114112,92,-56,-1,-1,0
733,-589824,92,-56,-1,-1,0
766,458752,92,-56,-1,-1,0
800,2818048,92,-56,-1,-1,0
833,5439488,92,-56,-1,-1,0
866,2097152,92,-56,-1,-1,0
900,-524288,92,-56,-1,-1,0
933,-1114112,92,-56,-1,-1,0
966,-1245184,92,-56,-1,-1,0
1000,-1572864,93,-56,-1,-1,0
1033,-2293760,93,-56,-1,-1,0
1066,-917504,93,-56,-1,-1,0
1100,-1376256,93,-56,-1,-1,0
1133,8323072,93,-56,-1,-1,0
1166,-2818048,93,-56,-1,-1,0
1200,-983040,93,-56,-1,-1,0
1233,-589824,93,-56,-1,-1,0
1266,589824,93,-56,-1,-1,0
1300,2949120,93,-56,-1,-1,0
1333,4915200,93,-56,-1,-1,0
1366,1179648,93,-56,-1,-1,0
1400,-393216,93,-56,-1,-1,0
1433,-786432,93,-56,-1,-1,0
1466,-1114112,93,-56,-1,-1,0
1500,-1310720,93,-56,-1,-1,0
1533,-1835008,93,-56,-1,-1,0
1566,-983040,93,-56,-1,-1,0
1600,-1179648,93,-56,-1,-1,0
1633,131072,93,-56,-1,-1,0
1666,-1114112,93,-56,-1,-1,0
1700,-655360,93,-56,-1,-1,0
1733,-131072,93,-56,-1,-1,0
1766,655360,93,-56,-1,-1,0
