milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523629242481,-1703936,-119,-56,-1,-1,0
1523629242481,-1835008,-119,-56,-1,-1,0
1523629242481,-1769472,-119,-56,-1,-1,0
1523629242481,-1703936,-119,-56,-1,-1,0
1523629242481,-1900544,-119,-56,-1,-1,0
1523629242530,-2162688,-119,-56,-1,-1,0
1523629242530,-2031616,-119,-56,-1,-1,0
1523629242530,-1376256,-119,-56,-1,-1,0
1523629242530,-1048576,-119,-56,-1,-1,0
1523629242530,-1310720,-119,-56,-1,-1,0
1523629242561,-1769472,-119,-56,-1,-1,0
1523629242561,-1769472,-119,-56,-1,-1,0
1523629242561,-1310720,-119,-56,-1,-1,0
1523629242561,-589824,-119,-56,-1,-1,0
1523629242561,-131072,-119,-56,-1,-1,0
1523629242602,-196608,-119,-56,-1,-1,0
1523629242602,-327680,-119,-56,-1,-1,0
1523629242602,-458752,-119,-56,-1,-1,0
1523629242602,-458752,-119,-56,-1,-1,0
1523629242602,-196608,-119,-56,-1,-1,0
1523629242642,-131072,-119,-56,-1,-1,0
1523629242642,0,-119,-56,-1,-1,0
1523629242642,262144,-119,-56,-1,-1,0
1523629242642,393216,-119,-56,-1,-1,0
1523629242642,196608,-119,-56,-1,-1,0
1523629242682,65536,-119,-56,-1,-1,0
1523629242682,0,-119,-56,-1,-1,0
1523629242682,0,-119,-56,-1,-1,0
1523629242682,0,-119,-56,-1,-1,0
1523629242682,65536,-119,-56,-1,-1,0
1523629242722,131072,-119,-56,-1,-1,0
1523629242722,0,-119,-56,-1,-1,0
1523629242722,-262144,-119,-56,-1,-1,0
1523629242722,-655360,-119,-56,-1,-1,0
1523629242722,-655360,-119,-56,-1,-1,0
1523629242762,-655360,-119,-56,-1,-1,0
1523629242762,-458752,-119,-56,-1,-1,0
1523629242762,-262144,-119,-56,-1,-1,0
1523629242762,-524288,-119,-56,-1,-1,0
1523629242762,-1376256,-119,-56,-1,-1,0
1523629242802,-1179648,-119,-56,-1,-1,0
1523629242802,2228224,-119,-56,-1,-1,0
1523629242802,8585216,-119,-56,-1,-1,0
1523629242802,14090240,-119,-56,-1,-1,0
1523629242802,12910592,-119,-56,-1,-1,0
1523629242841,6029312,-119,-56,-1,-1,0
1523629242841,131072,-119,-56,-1,-1,0
1523629242841,-1114112,-119,-56,-1,-1,0
1523629242841,-1310720,-119,-56,-1,-1,0
1523629242841,-1835008,-119,-56,-1,-1,0
1523629242881,-2228224,-119,-56,-1,-1,0
1523629242881,-2097152,-119,-56,-1,-1,0
1523629242881,-2490368,-119,-56,-1,-1,0
1523629242881,-3014656,-119,-56,-1,-1,0
1523629242881,-2686976,-119,-56,-1,-1,0
1523629242921,-1769472,-119,-56,-1,-1,0
1523629242921,-1245184,-119,-56,-1,-1,0
1523629242921,-1245184,-119,-56,-1,-1,0
1523629242921,-1769472,-119,-56,-1,-1,0
1523629242921,-1966080,-119,-56,-1,-1,0
