milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-1703936,119,-56,-1,-1,0
33,-2162688,119,-56,-1,-1,0
66,-1769472,119,-56,-1,-1,0
100,-196608,119,-56,-1,-1,0
133,-131072,119,-56,-1,-1,0
166,65536,119,-56,-1,-1,0
200,131072,119,-56,-1,-1,0
233,-655360,119,-56,-1,-1,0
266,-1179648,119,-56,-1,-1,0
300,6029312,119,-56,-1,-1,0
333,-2228224,119,-56,-1,-1,0
366,-1769472,119,-56,-1,-1,0
400,-1638400,119,-56,-1,-1,0
433,-983040,119,-56,-1,-1,0
466,-524288,119,-56,-1,-1,0
500,655360,119,-56,-1,-1,0
533,-458752,119,-56,-1,-1,0
566,0,119,-56,-1,-1,0
600,-655360,119,-56,-1,-1,0
633,393216,119,-56,-1,-1,0
666,3670016,119,-56,-1,-1,0
700,-851968,119,-56,-1,-1,0
733,-196608,119,-56,-1,-1,0
766,-1114112,119,-56,-1,-1,0
800,-1114112,119,-56,-1,-1,0
833,-1114112,119,-56,-1,-1,0
866,-1441792,119,-56,-1,-1,0
900,-1048576,119,-56,-1,-1,0
933,-851968,119,-56,-1,-1,0
966,-1966080,119,-56,-1,-1,0
1000,-65536,119,-56,-1,-1,0
1033,3735552,119,-56,-1,-1,0
1066,-2424832,119,-56,-1,-1,0
1100,-2752512,119,-56,-1,-1,0
1133,-1966080,119,-56,-1,-1,0
1166,-1900544,119,-56,-1,-1,0
1200,-1769472,119,-56,-1,-1,0
1233,-1900544,119,-56,-1,-1,0
1266,-2424832,119,-56,-1,-1,0
1300,-2162688,119,-56,-1,-1,0
1333,-1769472,119,-56,-1,-1,0
1366,-2031616,119,-56,-1,-1,0
1400,13565952,119,-56,-1,-1,0
1433,-2031616,119,-56,-1,-1,0
1466,-1376256,119,-56,-1,-1,0
1500,-1507328,119,-56,-1,-1,0
1533,-196608,119,-56,-1,-1,0
1566,-196608,119,-56,-1,-1,0
1600,-393216,119,-56,-1,-1,0
1633,655360,119,-56,-1,-1,0
1666,1703936,119,-56,-1,-1,0
1700,655360,119,-56,-1,-1,0
1733,131072,119,-56,-1,-1,0
1766,11075584,119,-56,-1,-1,0
1800,-1114112,119,-56,-1,-1,0
1833,-1638400,119,-56,-1,-1,0
1866,-655360,119,-56,-1,-1,0
1900,131072,119,-56,-1,-1,0
1933,655360,119,-56,-1,-1,0
1966,-65536,119,-56,-1,-1,0
2000,1507328,119,-56,-1,-1,0
2033,65536,119,-56,-1,-1,0
2066,65536,119,-56,-1,-1,0
2100,-1507328,119,-56,-1,-1,0
2133,11010048,119,-56,-1,-1,0
2166,-1507328,119,-56,-1,-1,0
2200,-1966080,119,-56,-1,-1,0
2233,-1769472,119,-56,-1,-1,0
2266,-1310720,119,-56,-1,-1,0
2300,-2162688,119,-56,-1,-1,0
2333,-1900544,119,-56,-1,-1,0
2366,-1835008,119,-56,-1,-1,0
2400,-1507328,119,-56,-1,-1,0
2433,-720896,119,-56,-1,-1,0
2466,-1441792,119,-56,-1,-1,0
2500,14090240,119,-56,-1,-1,0
2533,-1638400,119,-56,-1,-1,0
2566,-1245184,119,-56,-1,-1,0
2600,-851968,119,-56,-1,-1,0
2633,-786432,119,-56,-1,-1,0
2666,65536,119,-56,-1,-1,0
2700,131072,119,-56,-1,-1,0
2733,262144,119,-56,-1,-1,0
2766,0,119,-56,-1,-1,0
2800,786432,119,-56,-1,-1,0
2833,-327680,119,-56,-1,-1,0
2866,19529728,119,-56,-1,-1,0
2900,-131072,119,-56,-1,-1,0
2933,-131072,119,-56,-1,-1,0
2966,458752,119,-56,-1,-1,0
3000,917504,119,-56,-1,-1,0
3033,983040,119,-56,-1,-1,0
3066,-524288,119,-56,-1,-1,0
3100,262144,119,-56,-1,-1,0
3133,589824,119,-56,-1,-1,0
3166,-524288,119,-56,-1,-1,0
3200,131072,119,-56,-1,-1,0
3233,13041664,119,-56,-1,-1,0
3266,-262144,119,-56,-1,-1,0
3300,-327680,119,-56,-1,-1,0
3333,-458752,119,-56,-1,-1,0
3366,-655360,120,-56,-1,-1,0
3400,-1114112,120,-56,-1,-1,0
3433,-3276800,120,-56,-1,-1,0
3466,-1703936,120,-56,-1,-1,0
3500,-1441792,120,-56,-1,-1,0
3533,-2162688,120,-56,-1,-1,0
3566,-2424832,120,-56,-1,-1,0
3600,8323072,120,-56,-1,-1,0
3633,-3080192,120,-56,-1,-1,0
3666,-3211264,120,-56,-1,-1,0
3699,-3932160,120,-56,-1,-1,0
3733,-3735552,120,-56,-1,-1,0
3766,-3342336,120,-56,-1,-1,0
3800,-2949120,120,-56,-1,-1,0
3833,-2621440,120,-56,-1,-1,0
3866,-2752512,120,-56,-1,-1,0
3900,-1966080,120,-56,-1,-1,0
3933,-1900544,120,-56,-1,-1,0
3966,7077888,120,-56,-1,-1,0
4000,-1376256,120,-56,-1,-1,0
4033,-2818048,120,-56,-1,-1,0
4066,-1048576,120,-56,-1,-1,0
4100,-327680,120,-56,-1,-1,0
4133,-65536,120,-56,-1,-1,0
4166,-458752,120,-56,-1,-1,0
4200,65536,120,-56,-1,-1,0
4233,327680,120,-56,-1,-1,0
4266,0,120,-56,-1,-1,0
4300,0,120,-56,-1,-1,0
4333,4390912,120,-56,-1,-1,0
4366,1638400,120,-56,-1,-1,0
4400,-786432,120,-56,-1,-1,0
4433,-65536,120,-56,-1,-1,0
4466,1114112,120,-56,-1,-1,0
4500,1507328,120,-56,-1,-1,0
4533,1114112,120,-56,-1,-1,0
4566,327680,120,-56,-1,-1,0
4600,0,120,-56,-1,-1,0
4633,851968,120,-56,-1,-1,0
4666,589824,120,-56,-1,-1,0
4700,1703936,120,-56,-1,-1,0
