milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523614456726,-720896,104,-56,-1,-1,0
1523614456726,-589824,104,-56,-1,-1,0
1523614456726,-393216,104,-56,-1,-1,0
1523614456726,-262144,104,-56,-1,-1,0
1523614456726,0,104,-56,-1,-1,0
1523614456777,196608,104,-56,-1,-1,0
1523614456777,524288,104,-56,-1,-1,0
1523614456777,786432,104,-56,-1,-1,0
1523614456777,1048576,104,-56,-1,-1,0
1523614456777,1114112,104,-56,-1,-1,0
1523614456806,1179648,104,-56,-1,-1,0
1523614456806,1048576,104,-56,-1,-1,0
1523614456806,786432,104,-56,-1,-1,0
1523614456806,327680,104,-56,-1,-1,0
1523614456806,0,104,-56,-1,-1,0
1523614456846,-393216,104,-56,-1,-1,0
1523614456846,-655360,104,-56,-1,-1,0
1523614456846,-851968,104,-56,-1,-1,0
1523614456846,-983040,104,-56,-1,-1,0
1523614456846,-1114112,104,-56,-1,-1,0
1523614456887,-1114112,104,-56,-1,-1,0
1523614456887,-1179648,104,-56,-1,-1,0
1523614456887,-1114112,104,-56,-1,-1,0
1523614456887,-1048576,104,-56,-1,-1,0
1523614456887,-983040,104,-56,-1,-1,0
1523614456927,-851968,104,-56,-1,-1,0
1523614456927,-786432,104,-56,-1,-1,0
1523614456927,-720896,104,-56,-1,-1,0
1523614456927,-589824,104,-56,-1,-1,0
1523614456927,-393216,104,-56,-1,-1,0
1523614456966,-327680,104,-56,-1,-1,0
1523614456966,-327680,104,-56,-1,-1,0
1523614456966,-327680,104,-56,-1,-1,0
1523614456966,-327680,104,-56,-1,-1,0
1523614456966,-327680,104,-56,-1,-1,0
1523614457006,-393216,105,-56,-1,-1,0
1523614457006,-393216,105,-56,-1,-1,0
1523614457006,-393216,105,-56,-1,-1,0
1523614457006,-393216,105,-56,-1,-1,0
1523614457006,-327680,105,-56,-1,-1,0
1523614457046,-393216,105,-56,-1,-1,0
1523614457046,-393216,105,-56,-1,-1,0
1523614457046,-393216,105,-56,-1,-1,0
1523614457046,-458752,105,-56,-1,-1,0
1523614457046,-524288,105,-56,-1,-1,0
1523614457086,-524288,105,-56,-1,-1,0
1523614457086,-524288,105,-56,-1,-1,0
1523614457086,-524288,105,-56,-1,-1,0
1523614457086,-589824,105,-56,-1,-1,0
1523614457086,-655360,105,-56,-1,-1,0
1523614457126,-655360,105,-56,-1,-1,0
1523614457126,-655360,105,-56,-1,-1,0
1523614457126,-589824,105,-56,-1,-1,0
1523614457126,-524288,105,-56,-1,-1,0
1523614457126,-655360,105,-56,-1,-1,0
1523614457166,-851968,105,-56,-1,-1,0
1523614457166,0,105,-56,-1,-1,0
1523614457166,3801088,105,-56,-1,-1,0
1523614457166,7995392,105,-56,-1,-1,0
1523614457166,6488064,105,-56,-1,-1,0
1523614457207,1376256,105,-56,-1,-1,0
1523614457207,-1441792,105,-56,-1,-1,0
1523614457207,-917504,105,-56,-1,-1,0
1523614457207,-393216,105,-56,-1,-1,0
1523614457207,-327680,105,-56,-1,-1,0
1523614457246,-262144,105,-56,-1,-1,0
1523614457246,-196608,105,-56,-1,-1,0
1523614457246,-65536,105,-56,-1,-1,0
1523614457246,-65536,105,-56,-1,-1,0
1523614457246,0,105,-56,-1,-1,0
1523614457287,0,105,-56,-1,-1,0
1523614457287,131072,105,-56,-1,-1,0
1523614457287,262144,105,-56,-1,-1,0
1523614457287,458752,105,-56,-1,-1,0
1523614457287,655360,105,-56,-1,-1,0
1523614457326,917504,105,-56,-1,-1,0
1523614457326,1245184,105,-56,-1,-1,0
1523614457326,1572864,105,-56,-1,-1,0
1523614457326,1835008,105,-56,-1,-1,0
1523614457326,1900544,105,-56,-1,-1,0
1523614457366,1835008,105,-56,-1,-1,0
1523614457366,1703936,105,-56,-1,-1,0
1523614457366,1441792,105,-56,-1,-1,0
1523614457366,1048576,105,-56,-1,-1,0
1523614457366,720896,105,-56,-1,-1,0
1523614457408,327680,105,-56,-1,-1,0
1523614457408,0,105,-56,-1,-1,0
1523614457408,-196608,105,-56,-1,-1,0
1523614457408,-327680,105,-56,-1,-1,0
1523614457408,-524288,105,-56,-1,-1,0
1523614457446,-589824,105,-56,-1,-1,0
1523614457446,-655360,105,-56,-1,-1,0
1523614457446,-720896,105,-56,-1,-1,0
1523614457446,-720896,105,-56,-1,-1,0
1523614457446,-720896,105,-56,-1,-1,0
1523614457486,-655360,105,-56,-1,-1,0
1523614457486,-655360,105,-56,-1,-1,0
1523614457486,-524288,105,-56,-1,-1,0
1523614457486,-393216,105,-56,-1,-1,0
1523614457486,-327680,105,-56,-1,-1,0
1523614457526,-327680,105,-56,-1,-1,0
1523614457526,-393216,105,-56,-1,-1,0
1523614457526,-393216,105,-56,-1,-1,0
1523614457526,-327680,105,-56,-1,-1,0
1523614457526,-327680,105,-56,-1,-1,0
1523614457566,-327680,105,-56,-1,-1,0
1523614457566,-393216,105,-56,-1,-1,0
1523614457566,-458752,105,-56,-1,-1,0
1523614457566,-393216,105,-56,-1,-1,0
1523614457566,-393216,105,-56,-1,-1,0
1523614457606,-393216,105,-56,-1,-1,0
1523614457606,-458752,105,-56,-1,-1,0
1523614457606,-524288,105,-56,-1,-1,0
1523614457606,-524288,105,-56,-1,-1,0
1523614457606,-458752,105,-56,-1,-1,0
1523614457646,-327680,105,-56,-1,-1,0
1523614457646,-327680,105,-56,-1,-1,0
1523614457646,-393216,105,-56,-1,-1,0
1523614457646,-524288,105,-56,-1,-1,0
1523614457646,-458752,105,-56,-1,-1,0
1523614457686,-458752,105,-56,-1,-1,0
1523614457686,-458752,105,-56,-1,-1,0
1523614457686,-458752,105,-56,-1,-1,0
1523614457686,-589824,105,-56,-1,-1,0
1523614457686,-720896,105,-56,-1,-1,0
1523614457726,196608,105,-56,-1,-1,0
1523614457726,4063232,105,-56,-1,-1,0
1523614457726,8323072,105,-56,-1,-1,0
1523614457726,7143424,105,-56,-1,-1,0
1523614457726,2162688,105,-56,-1,-1,0
1523614457766,-851968,105,-56,-1,-1,0
1523614457766,-524288,105,-56,-1,-1,0
1523614457766,-131072,105,-56,-1,-1,0
1523614457766,-65536,105,-56,-1,-1,0
1523614457766,0,105,-56,-1,-1,0
1523614457807,0,105,-56,-1,-1,0
1523614457807,65536,105,-56,-1,-1,0
1523614457807,131072,105,-56,-1,-1,0
1523614457807,262144,105,-56,-1,-1,0
1523614457807,327680,105,-56,-1,-1,0
1523614457846,524288,105,-56,-1,-1,0
1523614457846,589824,105,-56,-1,-1,0
1523614457846,720896,105,-56,-1,-1,0
1523614457846,917504,105,-56,-1,-1,0
1523614457846,1179648,105,-56,-1,-1,0
1523614457886,1572864,105,-56,-1,-1,0
1523614457886,1900544,105,-56,-1,-1,0
1523614457886,2162688,105,-56,-1,-1,0
1523614457886,2293760,105,-56,-1,-1,0
1523614457886,2293760,105,-56,-1,-1,0
1523614457926,2228224,105,-56,-1,-1,0
1523614457926,2031616,105,-56,-1,-1,0
1523614457926,1638400,105,-56,-1,-1,0
1523614457926,1310720,105,-56,-1,-1,0
1523614457926,917504,105,-56,-1,-1,0
1523614457966,655360,105,-56,-1,-1,0
1523614457966,393216,105,-56,-1,-1,0
1523614457966,262144,105,-56,-1,-1,0
1523614457966,131072,105,-56,-1,-1,0
1523614457966,0,105,-56,-1,-1,0
1523614458006,0,105,-56,-1,-1,0
1523614458006,0,105,-56,-1,-1,0
1523614458006,0,105,-56,-1,-1,0
1523614458006,-65536,105,-56,-1,-1,0
1523614458006,0,105,-56,-1,-1,0
1523614458048,0,105,-56,-1,-1,0
1523614458048,65536,105,-56,-1,-1,0
1523614458048,131072,105,-56,-1,-1,0
1523614458048,196608,105,-56,-1,-1,0
1523614458048,196608,105,-56,-1,-1,0
1523614458086,196608,105,-56,-1,-1,0
1523614458086,131072,105,-56,-1,-1,0
1523614458086,196608,105,-56,-1,-1,0
1523614458086,196608,105,-56,-1,-1,0
1523614458086,131072,105,-56,-1,-1,0
1523614458126,65536,106,-56,-1,-1,0
1523614458126,65536,106,-56,-1,-1,0
1523614458126,65536,106,-56,-1,-1,0
1523614458126,65536,106,-56,-1,-1,0
1523614458126,0,106,-56,-1,-1,0
1523614458166,0,106,-56,-1,-1,0
1523614458166,0,106,-56,-1,-1,0
1523614458166,-131072,106,-56,-1,-1,0
1523614458166,-131072,106,-56,-1,-1,0
1523614458166,-131072,106,-56,-1,-1,0
1523614458206,-131072,106,-56,-1,-1,0
1523614458206,-196608,106,-56,-1,-1,0
1523614458206,-262144,106,-56,-1,-1,0
1523614458206,-262144,106,-56,-1,-1,0
1523614458206,-327680,106,-56,-1,-1,0
1523614458246,-262144,106,-56,-1,-1,0
1523614458246,-262144,106,-56,-1,-1,0
1523614458246,-262144,106,-56,-1,-1,0
1523614458246,-458752,106,-56,-1,-1,0
1523614458246,-589824,106,-56,-1,-1,0
1523614458286,524288,106,-56,-1,-1,0
1523614458286,4587520,106,-56,-1,-1,0
1523614458286,8781824,106,-56,-1,-1,0
1523614458286,6881280,106,-56,-1,-1,0
1523614458286,1769472,106,-56,-1,-1,0
1523614458326,-917504,106,-56,-1,-1,0
1523614458326,-524288,106,-56,-1,-1,0
1523614458326,-262144,106,-56,-1,-1,0
1523614458326,-393216,106,-56,-1,-1,0
1523614458326,-393216,106,-56,-1,-1,0
1523614458366,-393216,106,-56,-1,-1,0
1523614458366,-262144,106,-56,-1,-1,0
1523614458366,-196608,106,-56,-1,-1,0
1523614458366,-131072,106,-56,-1,-1,0
1523614458366,-65536,106,-56,-1,-1,0
1523614458406,-131072,106,-56,-1,-1,0
1523614458406,-65536,106,-56,-1,-1,0
1523614458406,65536,106,-56,-1,-1,0
1523614458406,458752,106,-56,-1,-1,0
1523614458406,1048576,106,-56,-1,-1,0
1523614458446,1507328,106,-56,-1,-1,0
1523614458446,1638400,106,-56,-1,-1,0
