milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
0,-262144,72,-56,-1,-1,0
33,0,72,-56,-1,-1,0
66,-65536,72,-56,-1,-1,0
100,65536,72,-56,-1,-1,0
133,524288,72,-56,-1,-1,0
166,1179648,72,-56,-1,-1,0
200,1572864,72,-56,-1,-1,0
233,327680,72,-56,-1,-1,0
266,-327680,72,-56,-1,-1,0
300,-524288,72,-56,-1,-1,0
333,-458752,72,-56,-1,-1,0
366,-589824,72,-56,-1,-1,0
400,-720896,72,-56,-1,-1,0
433,-720896,72,-56,-1,-1,0
466,-851968,72,-56,-1,-1,0
500,-851968,72,-56,-1,-1,0
533,-851968,72,-56,-1,-1,0
566,-786432,72,-56,-1,-1,0
600,-720896,72,-56,-1,-1,0
633,-786432,72,-56,-1,-1,0
666,-458752,72,-56,-1,-1,0
700,-655360,72,-56,-1,-1,0
733,-589824,72,-56,-1,-1,0
766,4587520,72,-56,-1,-1,0
800,-983040,72,-56,-1,-1,0
833,0,72,-56,-1,-1,0
866,131072,72,-56,-1,-1,0
900,196608,72,-56,-1,-1,0
933,524288,72,-56,-1,-1,0
966,1179648,72,-56,-1,-1,0
1000,1900544,72,-56,-1,-1,0
1033,1769472,72,-56,-1,-1,0
1066,589824,72,-56,-1,-1,0
1100,65536,72,-56,-1,-1,0
1133,262144,72,-56,-1,-1,0
1166,131072,72,-56,-1,-1,0
1200,393216,72,-56,-1,-1,0
1233,0,72,-56,-1,-1,0
1266,-655360,72,-56,-1,-1,0
1300,-262144,72,-56,-1,-1,0
1333,-262144,72,-56,-1,-1,0
1366,-524288,72,-56,-1,-1,0
1400,-327680,72,-56,-1,-1,0
1433,-393216,72,-56,-1,-1,0
1466,-327680,72,-56,-1,-1,0
1500,-393216,72,-56,-1,-1,0
1533,655360,72,-56,-1,-1,0
1566,-2359296,72,-56,-1,-1,0
1600,-262144,72,-56,-1,-1,0
1633,-196608,72,-56,-1,-1,0
1666,-131072,72,-56,-1,-1,0
1700,65536,72,-56,-1,-1,0
1733,524288,72,-56,-1,-1,0
1766,1179648,72,-56,-1,-1,0
1800,1769472,72,-56,-1,-1,0
1833,720896,72,-56,-1,-1,0
1866,0,72,-56,-1,-1,0
1900,0,72,-56,-1,-1,0
1933,0,72,-56,-1,-1,0
1966,-131072,72,-56,-1,-1,0
2000,-262144,72,-56,-1,-1,0
2033,-393216,72,-56,-1,-1,0
2066,-524288,72,-56,-1,-1,0
2100,-393216,72,-56,-1,-1,0
2133,-327680,72,-56,-1,-1,0
2166,-458752,72,-56,-1,-1,0
2200,-393216,72,-56,-1,-1,0
2233,-524288,72,-56,-1,-1,0
2266,-524288,72,-56,-1,-1,0
2300,2621440,72,-56,-1,-1,0
2333,-786432,71,-56,-1,-1,0
2366,-262144,71,-56,-1,-1,0
2400,-196608,71,-56,-1,-1,0
2433,-262144,71,-56,-1,-1,0
2466,131072,71,-56,-1,-1,0
2500,786432,71,-56,-1,-1,0
2533,1638400,71,-56,-1,-1,0
2566,851968,71,-56,-1,-1,0
2600,-327680,71,-56,-1,-1,0
2633,-524288,71,-56,-1,-1,0
2666,-458752,71,-56,-1,-1,0
2700,-327680,71,-56,-1,-1,0
2733,-327680,71,-56,-1,-1,0
2766,-458752,71,-56,-1,-1,0
2800,-720896,71,-56,-1,-1,0
2833,-458752,71,-56,-1,-1,0
2866,-458752,71,-56,-1,-1,0
2900,-458752,71,-56,-1,-1,0
2933,4128768,71,-56,-1,-1,0
2966,-1376256,71,-56,-1,-1,0
3000,-327680,71,-56,-1,-1,0
3033,-65536,71,-56,-1,-1,0
3066,0,71,-56,-1,-1,0
3100,393216,71,-56,-1,-1,0
3133,1048576,71,-56,-1,-1,0
3166,1703936,71,-56,-1,-1,0
3200,1245184,71,-56,-1,-1,0
3233,131072,71,-56,-1,-1,0
3266,0,71,-56,-1,-1,0
3300,65536,71,-56,-1,-1,0
